call_id,turn_id,speaker,channel,segment_id,start_time,end_time,text,sentiment_label,sentiment_score,frustration_flag,empathy_flag,probing_flag,ownership_flag,next_steps_flag
en_CA_Insurance_1590855,1,agent,channel1,1,0.0,24.72,"Good morning, this is Megan speaking Okay, sure, what is do you have your insurance",neutral,0.5576,False,False,False,False,False
en_CA_Insurance_1590855,2,customer,channel2,1,0.0,26.0,"Hi there, I'm just going to call an insurance claim for a car accident that took place yesterday.",neutral,0.6307,False,False,False,False,False
en_CA_Insurance_1590855,3,agent,channel1,2,24.72,40.12,"number handy? Yeah, it'll be on your insurance form in the top left corner and it'll be 12",neutral,0.7507,False,False,True,False,False
en_CA_Insurance_1590855,4,customer,channel2,2,26.0,42.0,"No, or how long should it be? I'm looking at my driver's license and I'm looking at my insurance.",neutral,0.8499,False,False,False,False,False
en_CA_Insurance_1590855,5,agent,channel1,3,40.12,60.0,"digits 9008 BXRT to choose your file. Okay, and if you could confirm your first first name",neutral,0.8758,False,False,False,False,False
en_CA_Insurance_1590855,6,customer,channel2,3,42.0,63.0,"Oh, okay. Okay, here it is. It is 9008 PXRT 2205.",neutral,0.8517,False,False,False,False,False
en_CA_Insurance_1590855,7,agent,channel1,4,60.0,79.28,"last name and address. Okay, let me just pull up your information here and then we'll go through",neutral,0.8956,False,False,False,False,False
en_CA_Insurance_1590855,8,customer,channel2,4,63.0,89.0,"Roberta, first name, last name, Sunrise, and address is 146 Smith Avenue.",neutral,0.9342,False,False,False,False,False
en_CA_Insurance_1590855,9,agent,channel1,5,79.28,93.6,"this step by step. Okay, so which vehicle is this in regard in regards to? For the cruise. Okay.",neutral,0.8879,False,False,True,False,False
en_CA_Insurance_1590855,10,customer,channel2,5,89.0,99.0,This is for the 2014 Chevy Cruze.,neutral,0.8796,False,False,False,False,False
en_CA_Insurance_1590855,11,agent,channel1,6,96.0,105.04,"All right, and you said this occurred yesterday. November 17th at about 4 30 p.m.",neutral,0.8923,False,False,False,False,False
en_CA_Insurance_1590855,12,customer,channel2,6,99.0,108.0,What about 430?,neutral,0.9236,False,False,False,False,False
en_CA_Insurance_1590855,13,agent,channel1,7,106.0,117.44,"And where was the location? Okay, okay.",neutral,0.7384,False,False,True,False,False
en_CA_Insurance_1590855,14,customer,channel2,7,108.0,118.0,It is at the corner of Fernmore going westbound and St. Mary's going southbound.,neutral,0.9567,False,False,False,False,False
en_CA_Insurance_1590855,15,customer,channel2,8,118.0,128.0,"Fernmore turning up west, crossing over St. Mary's going south.",neutral,0.9581,False,False,False,False,False
en_CA_Insurance_1590855,16,agent,channel1,8,122.32,133.52,"Okay, and just confirm which city is that? Okay, right, I figured but I still have to ask.",neutral,0.8221,False,False,True,False,False
en_CA_Insurance_1590855,17,customer,channel2,9,128.0,144.0,That's in Winnipeg.,neutral,0.8753,False,False,False,False,False
en_CA_Insurance_1590855,18,agent,channel1,9,135.04,150.96,"Okay, um, first of all, are you are you injured and have you thought out medical care?",neutral,0.6168,False,False,True,False,False
en_CA_Insurance_1590855,19,customer,channel2,10,144.0,153.0,"I did actually go, I didn't go to the walking yesterday, but this morning I woke up really, really stiff in my neck and in my shoulders.",negative,0.7116,False,False,False,False,False
en_CA_Insurance_1590855,20,customer,channel2,11,153.0,161.0,And so I just morning off and I just went to our chiropractor just to see anything and go to the chiropractor regularly.,neutral,0.7403,False,False,False,False,False
en_CA_Insurance_1590855,21,customer,channel2,12,161.0,170.0,And so just to get like a little bit of an adjustment around my neck and my upper shoulders and they said that it was really tight and kind of twisted already.,negative,0.6007,False,False,False,False,False
en_CA_Insurance_1590855,22,agent,channel1,10,165.52,180.32,"Okay, so we'll put in an injury claim as well. And that way you get up to 30 chiropractic visits",neutral,0.8577,False,False,False,False,False
en_CA_Insurance_1590855,23,customer,channel2,13,170.0,176.0,I should go back right away again to the driver for a second.,neutral,0.813,False,False,False,False,False
en_CA_Insurance_1590855,24,customer,channel2,14,176.0,181.0,Okay.,neutral,0.5693,False,False,False,False,False
en_CA_Insurance_1590855,25,customer,channel2,15,181.0,187.0,"Oh, great.",positive,0.9618,False,False,False,False,False
en_CA_Insurance_1590855,26,agent,channel1,11,182.0,190.24,"covered. Yeah, or I mean, there's there's other healthcare professionals you could you could see",neutral,0.8529,False,False,False,False,False
en_CA_Insurance_1590855,27,agent,channel1,12,190.24,198.48,as well. And depending on your if you have a supplementary healthcare plan like between that,neutral,0.882,False,False,False,False,False
en_CA_Insurance_1590855,28,agent,channel1,13,198.48,205.92,"and the MPI coverage, you could do your claim through the MPI coverage. First,",neutral,0.9144,False,False,False,False,False
en_CA_Insurance_1590855,29,agent,channel1,14,207.92,213.52,"is what I would suggest. And then if you find that the 30 treatments are not enough,",neutral,0.5587,False,False,False,False,False
en_CA_Insurance_1590855,30,customer,channel2,16,211.0,221.0,Okay.,neutral,0.5693,False,False,False,False,False
en_CA_Insurance_1590855,31,agent,channel1,15,214.64,218.8,your provider can request additional treatment on your behalf.,neutral,0.9148,False,False,False,False,False
en_CA_Insurance_1590855,32,agent,channel1,16,220.64,226.16,"Okay, so definitely take advantage of that. I will send you",positive,0.713,False,False,False,False,False
en_CA_Insurance_1590855,33,agent,channel1,17,229.52,234.4,some paperwork with regards to that that you can take with you to your your providers.,neutral,0.9134,False,False,False,False,False
en_CA_Insurance_1590855,34,agent,channel1,18,235.44,239.68,And then they'll be able to put the claims through to us automatically.,neutral,0.8854,False,False,False,False,False
en_CA_Insurance_1590855,35,agent,channel1,19,240.0,250.08,"So, okay, so back to the vehicle. Where is the damage primarily?",neutral,0.6702,False,False,True,False,False
en_CA_Insurance_1590855,36,customer,channel2,17,241.0,261.0,"It is on the passenger front side, like the front fender and passenger doors.",neutral,0.9337,False,False,False,False,False
en_CA_Insurance_1590855,37,agent,channel1,20,257.44,264.16,"Okay, door and fender. So the light as the headlight as well. The hood. Okay.",neutral,0.8133,False,False,False,False,False
en_CA_Insurance_1590855,38,customer,channel2,18,261.0,270.0,Yeah.,neutral,0.5798,False,False,False,False,False
en_CA_Insurance_1590855,39,agent,channel1,21,264.56,269.36,Is the car still drivable?,neutral,0.9261,False,False,True,False,False
en_CA_Insurance_1590855,40,customer,channel2,19,271.0,286.0,"Yes, but it will rub. The alignment is off.",neutral,0.4846,False,False,False,False,False
en_CA_Insurance_1590855,41,agent,channel1,22,275.12,284.0,Okay. Do you plan to drive it until it can be fixed? Or do you have other other ways of getting,neutral,0.8304,False,False,True,False,False
en_CA_Insurance_1590855,42,agent,channel1,23,285.12,285.6,to places?,neutral,0.8521,False,False,True,False,False
en_CA_Insurance_1590855,43,agent,channel1,24,285.6,294.96,For sure. Yep.,positive,0.7096,False,False,False,False,False
en_CA_Insurance_1590855,44,customer,channel2,20,286.0,294.0,I have other means of transportation. I'd rather not drive it worse because the tire is kind of like rubbing against the fender as well.,negative,0.6496,False,False,False,False,False
en_CA_Insurance_1590855,45,customer,channel2,21,294.0,310.0,"So I can drive it if I need to, but I don't really want to to make it worse, you know.",negative,0.6393,False,False,False,False,False
en_CA_Insurance_1590855,46,agent,channel1,25,298.56,301.84,"Yeah, we definitely advise you not to, but understand that, you know,",neutral,0.7055,False,False,False,False,False
en_CA_Insurance_1590855,47,agent,channel1,26,304.0,308.72,sometimes driving can be a necessity. So but it's good to hear you have other means. So,positive,0.6435,False,False,False,False,False
en_CA_Insurance_1590855,48,agent,channel1,27,308.8,316.16,"what you'll need to do, though, is to get the vehicle to one of our claim centers so that the",neutral,0.9344,False,False,True,False,False
en_CA_Insurance_1590855,49,customer,channel2,22,310.0,323.0,Okay.,neutral,0.5693,False,False,False,False,False
