call_id,turn_id,speaker,channel,segment_id,start_time,end_time,text,sentiment_label,sentiment_score,frustration_flag,empathy_flag,probing_flag,ownership_flag,next_steps_flag
en_AU_RealEstate_1586372,1,agent,channel1,1,0.0,16.0,"Hi, how can I help you?",neutral,0.7674,False,False,True,False,False
en_AU_RealEstate_1586372,2,customer,channel2,1,0.0,23.88,"Hi, my name is Jenny and I'm just looking at buying an apartment in some specific neighbourhoods.",neutral,0.9014,False,False,False,False,False
en_AU_RealEstate_1586372,3,agent,channel1,2,16.0,36.0,"Yeah, is there a particular neighborhood you're often?",neutral,0.9258,False,False,True,False,False
en_AU_RealEstate_1586372,4,customer,channel2,2,23.88,44.88,I don't really have a neighbourhood but my preference in my price range is between $400 and $600.,neutral,0.8079,False,False,False,False,False
en_AU_RealEstate_1586372,5,agent,channel1,3,36.0,39.0,Sure.,neutral,0.6517,False,False,False,False,False
en_AU_RealEstate_1586372,6,agent,channel1,4,39.0,51.0,And how many bedroom apartments are we talking about?,neutral,0.8353,False,False,True,False,False
en_AU_RealEstate_1586372,7,customer,channel2,3,44.88,50.88,I would go for a two if it was really nice.,positive,0.8848,False,False,False,False,False
en_AU_RealEstate_1586372,8,agent,channel1,5,51.0,59.0,"Okay, yeah, finding a three bedroom with that price range is very difficult.",negative,0.762,False,False,False,False,False
en_AU_RealEstate_1586372,9,agent,channel1,6,59.0,65.0,"But if you go to two bedrooms, there are a fair bit of options available around.",neutral,0.6876,False,False,False,False,False
en_AU_RealEstate_1586372,10,agent,channel1,7,65.0,71.0,So two bedroom options.,neutral,0.8748,False,False,False,False,False
en_AU_RealEstate_1586372,11,agent,channel1,8,71.0,82.0,So what we have that are very popular these days are a lot in Brunswick area and a lot in Elfington area.,neutral,0.6667,False,False,False,False,False
en_AU_RealEstate_1586372,12,customer,channel2,4,74.88,84.88,I would go for a two if it was really nice.,positive,0.8848,False,False,False,False,False
