call_id,turn_id,speaker,channel,segment_id,start_time,end_time,text,sentiment_label,sentiment_score,frustration_flag,empathy_flag,probing_flag,ownership_flag,next_steps_flag
en_AU_Travel_1592683,1,agent,channel1,1,0.0,18.16,"Good afternoon, thanks for calling Wonder Travel Holidays, this is Danielle speaking, how can",positive,0.8539,False,False,False,False,False
en_AU_Travel_1592683,2,customer,channel2,1,0.0,27.1,"Oh, hey Danielle, I'm looking into booking a vacation package for the theme park.",neutral,0.5182,False,False,False,False,False
en_AU_Travel_1592683,3,agent,channel1,2,18.16,19.08,I help you today?,neutral,0.8416,False,False,True,False,False
en_AU_Travel_1592683,4,customer,channel2,2,27.1,29.24,I just don't really know where to start.,negative,0.6841,False,False,False,False,False
en_AU_Travel_1592683,5,customer,channel2,3,29.24,33.6,Like I figured I should talk to a human before I confuse myself more online.,negative,0.5078,False,False,False,False,False
en_AU_Travel_1592683,6,agent,channel1,3,30.0,41.08,"Totally understandable, look, there are so many options available online. I can walk you through",positive,0.6492,False,False,False,False,False
en_AU_Travel_1592683,7,agent,channel1,4,41.08,44.72,"everything. Now, look, are you planning for a particular time of year?",neutral,0.9155,False,False,True,False,False
en_AU_Travel_1592683,8,agent,channel1,5,44.72,61.52,"Yeah, great. So summer is always the most popular season. Let me pull up availability for those",positive,0.9662,False,False,False,False,False
en_AU_Travel_1592683,9,customer,channel2,4,45.5,51.1,"Yeah, like sometime in summer, maybe mid December, maybe early January.",neutral,0.8804,False,False,False,False,False
en_AU_Travel_1592683,10,customer,channel2,5,51.1,54.5,"It just really depends on a few things, but I'm pretty flexible.",positive,0.5955,False,False,False,False,False
en_AU_Travel_1592683,11,customer,channel2,6,58.1,59.1,Okay.,neutral,0.5693,False,False,False,False,False
en_AU_Travel_1592683,12,agent,channel1,6,61.52,70.16,"dates, one moment please. Alright, so mid-December still has good amount of availability. Early",positive,0.6937,False,False,False,False,False
en_AU_Travel_1592683,13,customer,channel2,7,67.1,68.1,"Ah, okay, good.",positive,0.7856,False,False,False,False,False
en_AU_Travel_1592683,14,customer,channel2,8,68.1,71.1,I was worried it would all be gone by now.,negative,0.7139,False,False,False,False,False
en_AU_Travel_1592683,15,agent,channel1,7,70.16,79.8,"January is busy but not completely booked out yet. Nope, not yet, you're still in luck.",positive,0.625,False,False,False,False,False
en_AU_Travel_1592683,16,agent,channel1,8,79.8,84.64,"So are you interested in any of the, interested in the full package, sorry, so that will be",neutral,0.7566,False,False,False,False,False
en_AU_Travel_1592683,17,agent,channel1,9,84.64,98.48,"hotel, park tickets, meals, all of that, or just the entry passes? Yeah, fair enough.",neutral,0.8251,False,False,True,False,False
en_AU_Travel_1592683,18,customer,channel2,9,88.1,92.1,"Um, look, definitely I think the full package.",positive,0.5824,False,False,False,False,False
en_AU_Travel_1592683,19,customer,channel2,10,92.1,95.1,I don't want to plan everything piece by piece.,negative,0.6006,False,False,False,False,False
en_AU_Travel_1592683,20,customer,channel2,11,95.1,96.1,I lose my mind.,negative,0.5989,False,False,False,False,False
en_AU_Travel_1592683,21,agent,channel1,10,98.48,103.72,"Look, our standard vacation package includes three nights at a partner hotel, park entry",neutral,0.5519,False,False,False,False,False
en_AU_Travel_1592683,22,agent,channel1,11,103.72,109.92,"for each day, breakfast daily, and a shuttle to the park. Then there are the optional add-ons",neutral,0.8824,False,False,False,False,False
en_AU_Travel_1592683,23,agent,channel1,12,109.92,122.32,"like meal vouchers and ride fast track passes. Yeah, most families do three, but you can",neutral,0.7077,False,False,False,False,False
en_AU_Travel_1592683,24,customer,channel2,12,113.1,115.1,That sounds perfect.,positive,0.9692,False,False,False,False,False
en_AU_Travel_1592683,25,customer,channel2,13,115.1,117.1,"Um, and is it three nights?",neutral,0.9576,False,False,False,False,False
en_AU_Travel_1592683,26,customer,channel2,14,117.1,119.1,Is three nights the standard?,neutral,0.9196,False,False,False,False,False
en_AU_Travel_1592683,27,agent,channel1,13,122.32,127.96,"extend it if you wanted to, so the school holiday crowds can be intense. So some people",neutral,0.7315,False,False,False,False,False
en_AU_Travel_1592683,28,agent,channel1,14,127.96,139.52,like doing an extra night to rest. They do. Mid-December is usually a little more affordable. Early January,neutral,0.7006,False,False,False,False,False
en_AU_Travel_1592683,29,customer,channel2,15,130.1,131.1,"Yeah, that makes sense.",positive,0.6641,False,False,False,False,False
en_AU_Travel_1592683,30,customer,channel2,16,131.1,134.1,And do prices change depending on the week?,neutral,0.9246,False,False,False,False,False
en_AU_Travel_1592683,31,customer,channel2,17,134.1,144.1,Okay.,neutral,0.5693,False,False,False,False,False
en_AU_Travel_1592683,32,agent,channel1,15,139.52,151.16,"bumps up a bit because of the new year, not a massive difference but noticeable. Yes,",positive,0.8338,False,False,False,False,False
en_AU_Travel_1592683,33,customer,channel2,18,144.1,145.1,That's good to know.,positive,0.9144,False,False,False,False,False
en_AU_Travel_1592683,34,customer,channel2,19,145.1,147.1,"Um, what about deals?",neutral,0.9244,False,False,False,False,False
en_AU_Travel_1592683,35,customer,channel2,20,147.1,150.1,Any summer specials you've got going?,neutral,0.8875,False,False,False,False,False
en_AU_Travel_1592683,36,agent,channel1,16,151.16,155.56,"so if you book before the end of this month, you get 10% off the base package and you've",neutral,0.6714,False,False,False,False,False
en_AU_Travel_1592683,37,agent,channel1,17,155.56,169.8,"got kids meals vouchers, they're discounted too. Yep, so you can cancel for up to 14 days",positive,0.6654,False,False,False,False,False
en_AU_Travel_1592683,38,customer,channel2,21,159.1,161.1,"Okay, that's interesting.",positive,0.838,False,False,False,False,False
en_AU_Travel_1592683,39,customer,channel2,22,162.1,165.1,"Um, what about the cancellation policy?",neutral,0.7497,False,False,False,False,False
en_AU_Travel_1592683,40,customer,channel2,23,165.1,166.1,What's that like?,neutral,0.8329,False,False,False,False,False
en_AU_Travel_1592683,41,agent,channel1,18,169.8,175.0,"for free before your check-in day. After that, there's a sliding scale of partial refunds",neutral,0.902,False,False,False,False,False
en_AU_Travel_1592683,42,agent,channel1,19,175.0,187.24,"depending on how close to arrival it is. Nope, just a 20% deposit to secure the booking. The",neutral,0.842,False,False,False,False,False
en_AU_Travel_1592683,43,customer,channel2,24,177.1,179.1,"Okay, that's pretty reasonable.",positive,0.7933,False,False,False,False,False
en_AU_Travel_1592683,44,customer,channel2,25,179.1,183.1,"Um, and do you need me to pay everything up front?",neutral,0.8564,False,False,False,False,False
en_AU_Travel_1592683,45,agent,channel1,20,187.24,211.2,"rest is due a week before you travel. Yep, okay, so regarding your question, we've got both.",neutral,0.7228,False,False,False,False,False
en_AU_Travel_1592683,46,customer,channel2,26,189.1,190.1,Perfect.,positive,0.9075,False,False,False,False,False
en_AU_Travel_1592683,47,customer,channel2,27,190.1,194.1,Now you mentioned partner hotels.,neutral,0.8777,False,False,False,False,False
en_AU_Travel_1592683,48,customer,channel2,28,194.1,198.1,"Um, could we please talk about the rooms?",neutral,0.9379,False,False,False,False,False
en_AU_Travel_1592683,49,customer,channel2,29,198.1,203.1,"I've got two kids, so we probably need a family room or maybe even two doubles.",neutral,0.8157,False,False,False,False,False
en_AU_Travel_1592683,50,customer,channel2,30,203.1,208.1,"Do you, um, would you be able to help me a little bit with that?",neutral,0.8673,False,False,False,False,False
en_AU_Travel_1592683,51,agent,channel1,21,211.2,220.12,The family suites usually come with a bunk beds or two doubles. They're really popular,positive,0.7711,False,False,False,False,False
en_AU_Travel_1592683,52,agent,channel1,22,220.12,231.84,"for summer, but I'm seeing a few still available for the mid-December week that you mentioned.",neutral,0.8399,False,False,False,False,False
en_AU_Travel_1592683,53,customer,channel2,31,221.1,222.1,Okay.,neutral,0.5693,False,False,False,False,False
en_AU_Travel_1592683,54,customer,channel2,32,222.1,223.1,That's really good.,positive,0.9784,False,False,False,False,False
en_AU_Travel_1592683,55,customer,channel2,33,223.1,228.1,"Um, so the price for the family suite with the full package, what would that be?",neutral,0.9211,False,False,False,False,False
en_AU_Travel_1592683,56,agent,channel1,23,231.84,235.88,"Yeah, so this will now depend on the exact dates and the number of park days, but it",neutral,0.9104,False,False,False,False,False
en_AU_Travel_1592683,57,agent,channel1,24,235.88,240.44,falls in the mid-range. I can put together a detailed quote so you can see everything,neutral,0.8618,False,False,False,False,False
en_AU_Travel_1592683,58,customer,channel2,34,236.1,238.1,"Yeah, that'd be great.",positive,0.9789,False,False,False,False,False
en_AU_Travel_1592683,59,customer,channel2,35,238.1,241.1,"Um, and meal vouchers, how do they work again?",neutral,0.6922,False,False,False,False,False
en_AU_Travel_1592683,60,agent,channel1,25,240.44,250.44,"clearly. That's usually the easiest way. Yep, a great question, so they're flexible. You can",positive,0.9245,False,False,False,False,False
en_AU_Travel_1592683,61,customer,channel2,36,242.1,244.1,"Oh, you're telling me.",neutral,0.5608,False,False,False,False,False
en_AU_Travel_1592683,62,customer,channel2,37,244.1,248.1,"Look, knowing my kids, that might be a good idea.",positive,0.7144,False,False,False,False,False
en_AU_Travel_1592683,63,customer,channel2,38,248.1,252.1,"And those fast track ride passes, are they worth adding?",neutral,0.8429,False,False,False,False,False
en_AU_Travel_1592683,64,agent,channel1,26,250.44,255.2,"use them anywhere in the park, snacks, drink, lunch, whatever you want. Adults get a higher",neutral,0.7513,False,False,False,False,False
en_AU_Travel_1592683,65,customer,channel2,39,252.1,254.1,"Yeah, that'd be great.",positive,0.9789,False,False,False,False,False
en_AU_Travel_1592683,66,customer,channel2,40,254.1,258.1,"Um, and meal vouchers, how do they work again?",neutral,0.6922,False,False,False,False,False
en_AU_Travel_1592683,67,agent,channel1,27,255.2,259.16,"value one, kids get the smaller ones. It's handy because you don't have to pull out",positive,0.6027,False,False,False,False,False
en_AU_Travel_1592683,68,customer,channel2,41,258.1,261.1,"Oh, you're telling me.",neutral,0.5608,False,False,False,False,False
en_AU_Travel_1592683,69,agent,channel1,28,259.16,274.96,"your wallet every five minutes. In summer, yeah, honestly definitely worth it. Wait times",positive,0.8858,False,False,False,False,False
en_AU_Travel_1592683,70,customer,channel2,42,261.1,265.1,"Look, knowing my kids, that might be a good idea.",positive,0.7144,False,False,False,False,False
en_AU_Travel_1592683,71,customer,channel2,43,265.1,269.1,"And those fast track ride passes, are they worth adding?",neutral,0.8429,False,False,False,False,False
en_AU_Travel_1592683,72,customer,channel2,44,270.1,272.1,"Yeah, right.",neutral,0.524,False,False,False,False,False
en_AU_Travel_1592683,73,customer,channel2,45,272.1,273.1,Okay.,neutral,0.5693,False,False,False,False,False
en_AU_Travel_1592683,74,customer,channel2,46,273.1,274.1,I'll think about that.,neutral,0.7321,False,False,False,False,False
en_AU_Travel_1592683,75,customer,channel2,47,274.1,277.1,"Um, yeah.",neutral,0.7708,False,False,False,False,False
en_AU_Travel_1592683,76,agent,channel1,29,274.96,283.24,"can get pretty long. As you can imagine, everyone's doing the annual move to the theme parks",neutral,0.781,False,False,False,False,False
en_AU_Travel_1592683,77,customer,channel2,48,277.1,281.1,"Look, the other thing is how long can you hold,",neutral,0.7802,False,False,False,False,False
en_AU_Travel_1592683,78,customer,channel2,49,281.1,283.1,how long can you hold?,neutral,0.9091,False,False,False,False,False
en_AU_Travel_1592683,79,customer,channel2,50,283.1,285.1,"Um, you know, I guess you can hold,",neutral,0.7829,False,False,False,False,False
en_AU_Travel_1592683,80,agent,channel1,30,283.24,289.08,"there, and they do get quite busy. So a half day pass or even a full day one of fast track",neutral,0.814,False,False,False,False,False
en_AU_Travel_1592683,81,customer,channel2,51,285.1,288.1,"maybe in a few minutes, or maybe after 2 minutes.",neutral,0.902,False,False,False,False,False
en_AU_Travel_1592683,82,customer,channel2,52,288.1,289.1,"So, so, so, so,",neutral,0.6111,False,False,False,False,False
en_AU_Travel_1592683,83,agent,channel1,31,289.08,312.76,"can make the whole trip smoother. Yep, so 48 hours. So given it's Sunday the 7th of December,",positive,0.6006,False,False,False,False,False
en_AU_Travel_1592683,84,customer,channel2,53,289.1,290.1,"so, so, so, so,",neutral,0.6148,False,False,False,False,False
en_AU_Travel_1592683,85,customer,channel2,54,290.1,291.1,"so, so, so,",neutral,0.619,False,False,False,False,False
en_AU_Travel_1592683,86,customer,channel2,55,291.1,292.1,"so, so, so,",neutral,0.619,False,False,False,False,False
en_AU_Travel_1592683,87,customer,channel2,56,292.1,293.1,"so, so, so, so,",neutral,0.6148,False,False,False,False,False
en_AU_Travel_1592683,88,customer,channel2,57,293.1,294.1,"so, so, so,",neutral,0.619,False,False,False,False,False
en_AU_Travel_1592683,89,customer,channel2,58,294.1,295.1,"so, so, so, so,",neutral,0.6148,False,False,False,False,False
en_AU_Travel_1592683,90,customer,channel2,59,295.1,296.1,"so, so, so,",neutral,0.619,False,False,False,False,False
en_AU_Travel_1592683,91,customer,channel2,60,296.1,297.1,"so, so, so,",neutral,0.619,False,False,False,False,False
en_AU_Travel_1592683,92,customer,channel2,61,297.1,298.1,"so, so,",neutral,0.6737,False,False,False,False,False
en_AU_Travel_1592683,93,customer,channel2,62,298.1,300.06,How long can you hold a quote for?,neutral,0.935,False,False,False,False,False
en_AU_Travel_1592683,94,customer,channel2,63,300.06,302.86,"Like say if you gave me a quote today,",neutral,0.9179,False,False,False,False,False
en_AU_Travel_1592683,95,customer,channel2,64,302.86,304.06,"like a formal quote,",neutral,0.8117,False,False,False,False,False
en_AU_Travel_1592683,96,customer,channel2,65,304.06,306.06,"well, how long could you hold that for?",neutral,0.9316,False,False,False,False,False
en_AU_Travel_1592683,97,agent,channel1,32,313.76,318.92,the quote will be valid until lunchtime on Tuesday for you to make your decision. After,neutral,0.9174,False,False,False,False,False
en_AU_Travel_1592683,98,agent,channel1,33,318.92,323.76,"that, room availability might change, particularly for those family suites, and of course we're",neutral,0.8721,False,False,False,False,False
en_AU_Travel_1592683,99,agent,channel1,34,323.76,339.92,looking at the period. Just your name and your email address. No payment details yet.,neutral,0.844,False,False,False,False,False
en_AU_Travel_1592683,100,customer,channel2,66,325.46,328.0,"Yeah, look, that's fair enough.",positive,0.6977,False,False,False,False,False
en_AU_Travel_1592683,101,customer,channel2,67,328.0,330.36,"So if I go ahead with the mid-December week,",neutral,0.9453,False,False,False,False,False
en_AU_Travel_1592683,102,customer,channel2,68,330.36,333.52,"the family suite, the full package,",neutral,0.5901,False,False,False,False,False
en_AU_Travel_1592683,103,customer,channel2,69,333.52,335.92,what would you need from me to set up the quote?,neutral,0.9485,False,False,False,False,False
en_AU_Travel_1592683,104,agent,channel1,35,339.92,349.48,"Of course, this quote is just for review. Exactly. So once the deposits in your booking is locked",neutral,0.6673,False,False,False,False,False
en_AU_Travel_1592683,105,customer,channel2,70,342.12,342.96,"Okay, great.",positive,0.9292,False,False,False,False,False
en_AU_Travel_1592683,106,customer,channel2,71,342.96,346.64,"And then if I confirm, that's when I pay the deposit.",neutral,0.8559,False,False,False,False,False
en_AU_Travel_1592683,107,agent,channel1,36,349.48,354.64,"and confirmed, you can still add extras later, things like fast track or photo passes as",neutral,0.8329,False,False,False,False,False
en_AU_Travel_1592683,108,agent,channel1,37,354.64,365.84,"well. Yeah, look, that's what I'm here for. I'll send you the quote out today. If",positive,0.6368,False,False,False,False,False
en_AU_Travel_1592683,109,customer,channel2,72,355.2,356.36,"Oh, that's brilliant.",positive,0.9755,False,False,False,False,False
en_AU_Travel_1592683,110,customer,channel2,73,356.36,358.6,"Yeah, this has honestly been way easier",positive,0.8917,False,False,False,False,False
en_AU_Travel_1592683,111,customer,channel2,74,358.6,360.6,than trying to decode the website.,neutral,0.7422,False,False,False,False,False
en_AU_Travel_1592683,112,agent,channel1,38,366.76,372.48,"anything, you know, is confusing or if you want to tweak anything, just reply to the email or of",neutral,0.6199,False,False,False,False,False
en_AU_Travel_1592683,113,agent,channel1,39,372.48,383.88,"course, so forgive me not buzz. You're very welcome, Maria. So in terms of enjoying, in terms of",positive,0.9417,False,False,False,False,False
en_AU_Travel_1592683,114,customer,channel2,75,374.64,375.56,Amazing.,positive,0.9149,False,False,False,False,False
en_AU_Travel_1592683,115,customer,channel2,76,375.56,377.6,"Thank you so much, Danielle.",positive,0.9641,False,False,False,False,False
en_AU_Travel_1592683,116,agent,channel1,40,383.88,389.36,"planning the trip, you know, were there any theme parks specifically that you were, you know,",neutral,0.8402,False,False,False,False,False
