call_id,turn_id,speaker,channel,segment_id,start_time,end_time,text,sentiment_label,sentiment_score,frustration_flag,empathy_flag,probing_flag,ownership_flag,next_steps_flag
en_AU_Aviation_1586330,1,agent,channel1,1,0.0,27.0,"Hello, you have reached out to ABC Airlines, how can I help you?",neutral,0.8049,False,False,True,False,False
en_AU_Aviation_1586330,2,customer,channel2,1,0.0,28.0,"Hi, my name is Sarah, and I'm just looking, I've flown from Australia to New York, and",neutral,0.8009,False,False,False,False,False
en_AU_Aviation_1586330,3,agent,channel1,2,27.0,43.0,"Absolutely, so you already have a return flight booked?",neutral,0.8487,False,False,True,False,False
en_AU_Aviation_1586330,4,customer,channel2,2,29.0,36.0,"I'm looking at coming back to Australia, but I need to change my flight date to another date.",neutral,0.8979,False,False,False,False,False
en_AU_Aviation_1586330,5,customer,channel2,3,36.0,38.0,"Are you able to help me with that, please?",neutral,0.8558,False,False,False,False,False
en_AU_Aviation_1586330,6,customer,channel2,4,43.0,44.0,"I do, yes.",neutral,0.7108,False,False,False,False,False
en_AU_Aviation_1586330,7,agent,channel1,3,44.0,49.0,"All right, I can definitely help you with that.",positive,0.7568,False,False,False,False,False
en_AU_Aviation_1586330,8,customer,channel2,5,44.0,62.0,"Yep, it's 54819234.",neutral,0.6463,False,False,False,False,False
en_AU_Aviation_1586330,9,agent,channel1,4,49.0,64.0,"So before I start, could I please have your booking reference number or your ticket number so I can look up your reservation?",neutral,0.9351,False,False,True,False,False
en_AU_Aviation_1586330,10,agent,channel1,5,64.0,73.0,"Yep, Sarah, yep, okay, yes, great, thank you.",positive,0.984,False,False,False,False,False
en_AU_Aviation_1586330,11,agent,channel1,6,73.0,80.0,I can see your current flight is on 12th of December.,neutral,0.9246,False,False,False,False,False
en_AU_Aviation_1586330,12,customer,channel2,6,74.0,89.0,"Yeah, that's cool.",positive,0.9486,False,False,False,False,False
en_AU_Aviation_1586330,13,agent,channel1,7,80.0,85.0,Let me check what flights are available after that date in economy class.,neutral,0.9187,False,False,False,True,False
en_AU_Aviation_1586330,14,agent,channel1,8,85.0,91.0,"If that's all right, can I put you on hold for a second?",neutral,0.8868,False,False,True,False,False
en_AU_Aviation_1586330,15,agent,channel1,9,91.0,113.0,"So Sarah, can I check that any date after that would be okay for you or is there a part of that date that you prefer?",neutral,0.8822,False,False,True,False,False
en_AU_Aviation_1586330,16,customer,channel2,7,104.0,112.0,"I would prefer a date, probably about the 10th of December.",neutral,0.669,False,False,False,False,False
en_AU_Aviation_1586330,17,agent,channel1,10,113.0,122.0,"Because we have seats available on the 19th, which gives me a very good option.",positive,0.9301,False,False,False,False,False
en_AU_Aviation_1586330,18,agent,channel1,11,122.0,132.0,"But I do also have one on the 10th, staying in economy class is absolutely fine and you don't need to upgrade.",positive,0.6861,False,False,False,False,False
en_AU_Aviation_1586330,19,agent,channel1,12,132.0,149.0,"But in terms of the seat selection on your preferred date, there might be some additional charges to that because there is a failure difference.",neutral,0.8255,False,False,False,False,False
en_AU_Aviation_1586330,20,customer,channel2,8,134.0,163.0,I'd probably choose an IPM flight.,neutral,0.8027,False,False,False,False,False
en_AU_Aviation_1586330,21,agent,channel1,13,149.0,154.0,"Depending on the time that we go with, is there any preferred time?",neutral,0.9153,False,False,True,False,False
en_AU_Aviation_1586330,22,agent,channel1,14,154.0,164.0,What I have here is between the afternoon and 9pm flight.,neutral,0.9281,False,False,True,False,False
en_AU_Aviation_1586330,23,agent,channel1,15,164.0,175.0,"Okay, so just give me one more second so I can check that one for you.",neutral,0.8205,False,False,False,False,False
en_AU_Aviation_1586330,24,customer,channel2,9,164.0,193.0,"Yeah, I'd probably choose an IPM flight.",neutral,0.7844,False,False,False,False,False
en_AU_Aviation_1586330,25,agent,channel1,16,175.0,186.0,And I can give you the exact total before confirming anything.,neutral,0.8924,False,False,False,False,False
en_AU_Aviation_1586330,26,agent,channel1,17,186.0,197.0,So the lowest available fare I can offer for the 9pm on the 10th and the total cost to change would be $68.,neutral,0.6564,False,False,False,False,False
en_AU_Aviation_1586330,27,customer,channel2,10,194.0,203.0,Is that the cheapest option you've got available?,neutral,0.8621,False,False,False,False,False
en_AU_Aviation_1586330,28,agent,channel1,18,197.0,204.0,Would you like me to go ahead and rebook that for you?,neutral,0.9314,False,False,True,False,False
en_AU_Aviation_1586330,29,customer,channel2,11,203.0,222.0,Is that the cheapest option you've got available?,neutral,0.8621,False,False,False,False,False
en_AU_Aviation_1586330,30,agent,channel1,19,205.0,219.0,"Yes, if we are changing to the 10th, that is, if we are changing to the 19th of December onwards, there might be actually additional charges considering that time of the year.",neutral,0.9256,False,False,False,False,False
en_AU_Aviation_1586330,31,agent,channel1,20,219.0,221.0,It's very close to the Christmas period.,neutral,0.8202,False,False,False,False,False
en_AU_Aviation_1586330,32,agent,channel1,21,221.0,226.0,"Okay, fantastic.",positive,0.9649,False,False,False,False,False
en_AU_Aviation_1586330,33,customer,channel2,12,222.0,241.0,"No, I'll go with the 10th of December, please.",neutral,0.7498,False,False,False,False,False
en_AU_Aviation_1586330,34,agent,channel1,22,226.0,231.0,So just bear with me while I confirm all your details here.,neutral,0.7993,False,False,False,False,False
en_AU_Aviation_1586330,35,agent,channel1,23,231.0,238.0,So I have your seat selection.,neutral,0.9026,False,False,False,False,False
en_AU_Aviation_1586330,36,agent,channel1,24,238.0,242.0,Is an aisle seat okay for you?,neutral,0.8886,False,False,True,False,False
en_AU_Aviation_1586330,37,customer,channel2,13,241.0,268.0,"Yeah, that'd be great.",positive,0.9789,False,False,False,False,False
en_AU_Aviation_1586330,38,agent,channel1,25,242.0,257.0,The 10th of December at 9pm and I've got all your email and contact information here and your flight has been successfully changed.,neutral,0.5744,False,False,False,False,False
en_AU_Aviation_1586330,39,agent,channel1,26,257.0,264.0,And I've sent the updated itinerary and e-ticket to your email address.,neutral,0.846,False,False,False,False,False
en_AU_Aviation_1586330,40,agent,channel1,27,264.0,269.0,Can you please double check all the details when you receive it?,neutral,0.8846,False,False,True,False,False
en_AU_Aviation_1586330,41,customer,channel2,14,268.0,277.0,"Oh, yep.",neutral,0.5207,False,False,False,False,False
en_AU_Aviation_1586330,42,agent,channel1,28,269.0,280.0,"And is there anything else I can help you with, such as your additional baggage or anything like that?",neutral,0.8325,False,False,True,True,False
en_AU_Aviation_1586330,43,customer,channel2,15,277.0,286.0,"No, not at the moment, thank you.",neutral,0.6476,False,False,False,False,False
en_AU_Aviation_1586330,44,agent,channel1,29,280.0,301.0,"All right, I'll hold on until you receive it and confirm your details for me.",neutral,0.6835,False,False,False,False,False
en_AU_Aviation_1586330,45,customer,channel2,16,286.0,298.0,"Okay, cool.",positive,0.689,False,False,False,False,False
en_AU_Aviation_1586330,46,customer,channel2,17,298.0,327.0,So all my data is correct.,positive,0.5422,False,False,False,False,False
en_AU_Aviation_1586330,47,agent,channel1,30,301.0,303.0,Fantastic.,positive,0.9636,False,False,False,False,False
en_AU_Aviation_1586330,48,agent,channel1,31,303.0,310.0,"All right, thank you for contacting ABC Airlines and I hope you have a pleasant trip when you travel.",positive,0.9412,False,False,False,False,False
en_AU_Aviation_1586330,49,agent,channel1,32,310.0,317.0,One thing that I would remind you is please arrive at the airport 90 minutes before your flight.,neutral,0.784,False,False,False,False,False
en_AU_Aviation_1586330,50,agent,channel1,33,317.0,327.0,"And if you require any assistance, please head towards the counter and the flight attendants there will be able to assist you with all your inquiries.",neutral,0.8145,False,False,False,False,False
en_AU_Aviation_1586330,51,agent,channel1,34,327.0,339.0,And just a reminder that you don't have any checking bags and please have your passport and all the information handy.,neutral,0.7096,False,False,False,False,False
en_AU_Aviation_1586330,52,customer,channel2,18,327.0,340.0,"I will, thank you.",positive,0.8565,False,False,False,False,False
