call_id,turn_id,speaker,channel,segment_id,start_time,end_time,text,sentiment_label,sentiment_score,frustration_flag,empathy_flag,probing_flag,ownership_flag,next_steps_flag
en_AU_RealEstate_1593609,1,agent,channel1,1,0.0,19.84,Good afternoon. Thank you for calling McKean's real estate and company. This is Jemima speaking.,positive,0.7721,False,False,False,False,False
en_AU_RealEstate_1593609,2,customer,channel2,1,0.0,26.68,"Hi, my name is Sarah. I'm just looking for a studio apartment and I just wanted to inquire",neutral,0.8006,False,False,False,False,False
en_AU_RealEstate_1593609,3,agent,channel1,2,19.84,29.84,How can I assist you today?,neutral,0.9052,False,False,True,False,False
en_AU_RealEstate_1593609,4,customer,channel2,2,26.68,28.68,about what rental options you have.,neutral,0.9226,False,False,False,False,False
en_AU_RealEstate_1593609,5,agent,channel1,3,29.84,35.84,Certainly I'd be happy to help you find something. You're looking for a studio apartment in any specific area.,positive,0.6514,False,False,False,False,False
en_AU_RealEstate_1593609,6,agent,channel1,4,35.84,41.84,Do you have any particular preferences in terms of location or a budget in mind?,neutral,0.9083,False,False,True,False,False
en_AU_RealEstate_1593609,7,customer,channel2,3,41.36,53.96,I'm thinking I really want inner West Melbourne to like Yarraville set in area. And I think my budgets may be about 1500 a month.,positive,0.4999,False,False,False,False,False
en_AU_RealEstate_1593609,8,agent,channel1,5,49.84,63.84,Absolutely. Thank you for the details. Let me check our current listings in that area for studio apartments.,positive,0.622,False,False,False,True,False
en_AU_RealEstate_1593609,9,customer,channel2,4,56.68,66.68,Yeah.,neutral,0.5798,False,False,False,False,False
en_AU_RealEstate_1593609,10,agent,channel1,6,63.84,67.84,Can you give me one moment please?,neutral,0.5645,False,False,True,False,False
en_AU_RealEstate_1593609,11,agent,channel1,7,67.84,75.84,Certainly. It looks like we've got a few different options that we could offer you in terms of that area that could fit your needs.,positive,0.7177,False,False,False,False,False
en_AU_RealEstate_1593609,12,agent,channel1,8,75.84,87.84,We've got a studio apartment at 18 Temple Court which is currently available for 1400 per month.,neutral,0.9133,False,False,False,False,False
en_AU_RealEstate_1593609,13,customer,channel2,5,86.68,100.64,"Yeah, that'd be great. Could you tell me if the utilities and the council tax is included",positive,0.9038,False,False,False,False,False
en_AU_RealEstate_1593609,14,agent,channel1,9,87.84,91.84,It's in a great location with easy access to public transport and shops.,positive,0.9774,False,False,False,False,False
en_AU_RealEstate_1593609,15,agent,channel1,10,91.84,101.84,Would you like more details about this one?,neutral,0.9014,False,False,True,False,False
en_AU_RealEstate_1593609,16,customer,channel2,6,100.64,101.16,in the rent?,neutral,0.858,False,False,False,False,False
en_AU_RealEstate_1593609,17,agent,channel1,11,101.84,115.84,"Absolutely. In terms of the studio apartment, the utilities that are included include water, rubbish removal and internet fees.",neutral,0.7881,False,False,False,False,False
en_AU_RealEstate_1593609,18,agent,channel1,12,115.84,122.84,The electricity and gas are separate so you would be responsible for setting those up yourself.,neutral,0.8717,False,False,False,False,False
en_AU_RealEstate_1593609,19,customer,channel2,7,116.68,142.68,I feel like I would just organise it myself. Is there any benefit in me doing all inclusive,neutral,0.6683,False,False,False,False,False
en_AU_RealEstate_1593609,20,agent,channel1,13,122.84,144.84,"However, we also offer an all-inclusive rent option where all utilities are bundled into the rent for an additional 230 per month if you'd prefer to have everything included for you.",neutral,0.6668,False,False,True,False,False
en_AU_RealEstate_1593609,21,customer,channel2,8,142.68,145.84,or is it just better for me just to do it myself?,neutral,0.7762,False,False,False,False,False
en_AU_RealEstate_1593609,22,agent,channel1,14,144.84,156.84,"Well, it's up to you sort of thing. If you work from home or if you're at home a lot, you could have all-inclusive would cover most of the things that you'd like to do.",neutral,0.8052,False,False,False,False,False
en_AU_RealEstate_1593609,23,agent,channel1,15,156.84,170.84,"However, if you are wanting, if you are sort of out the house a lot more, working it out yourself could create a cheaper option if you inquire with different companies.",neutral,0.7236,False,False,True,False,False
en_AU_RealEstate_1593609,24,agent,channel1,16,170.84,178.84,They might have deals that they could offer you.,neutral,0.8198,False,False,False,False,False
en_AU_RealEstate_1593609,25,customer,channel2,9,172.68,180.68,"Okay, and what's the energy usage like for the house? Is it efficient?",neutral,0.8888,False,False,False,False,False
en_AU_RealEstate_1593609,26,agent,channel1,17,178.84,185.84,"Well, as it is because the apartment complex was only built in 2017, it's all new.",neutral,0.8233,False,False,False,False,False
en_AU_RealEstate_1593609,27,agent,channel1,18,185.84,195.84,"Double glazing on all of our windows, it's under floor heating and because it is in an apartment building, the studio is located on the fourth floor.",neutral,0.8858,False,False,False,False,False
en_AU_RealEstate_1593609,28,agent,channel1,19,195.84,210.84,"So there is two floors above you as well. So the heating does rise, so it is warm in winter.",neutral,0.7888,False,False,False,False,False
en_AU_RealEstate_1593609,29,customer,channel2,10,203.68,208.68,"With the people upstairs, are they loud? Do they tend to be noisy?",neutral,0.8313,False,False,False,False,False
en_AU_RealEstate_1593609,30,customer,channel2,11,208.68,234.68,"Okay, and do you find that the court that it's on can it be quite a noisy area?",neutral,0.7655,False,False,False,False,False
en_AU_RealEstate_1593609,31,agent,channel1,20,210.84,216.84,"Unfortunately, I can't answer that question for you if you'd like to proceed with this that we can organise a viewing.",negative,0.6729,False,False,False,False,False
