call_id,turn_id,speaker,channel,segment_id,start_time,end_time,text,sentiment_label,sentiment_score,frustration_flag,empathy_flag,probing_flag,ownership_flag,next_steps_flag,segment_duration_sec,rms_energy,peak_amplitude,rms_db,zero_crossing_rate,spectral_centroid,pitch_mean_hz,pitch_std_hz,speaking_rate_wps,volume_level,speaking_rate_level,pitch_level
en_AU_Travel_1591540,1,agent,channel1,1,0.0,18.0,"Hi, thanks for calling Victorian Roads Department of Transport speaking with Tom.",positive,0.6395,False,False,False,False,False,18.0,0.065435,1.0,-23.684,0.060011,1252.103,296.52,135.281,0.667,medium,low,high
en_AU_Travel_1591540,2,customer,channel2,1,0.0,22.12,"Oh, hey, Tom, how are you going?",neutral,0.6212,False,False,False,False,False,22.12,0.027066,0.953369,-31.352,0.225059,2647.402,164.045,122.264,0.316,low,low,low
en_AU_Travel_1591540,3,agent,channel1,2,18.0,21.0,How can I help you this morning?,neutral,0.8527,False,False,True,False,False,3.0,0.014539,0.164612,-36.749,0.06263,1556.42,280.969,132.425,2.333,low,medium,high
en_AU_Travel_1591540,4,agent,channel1,3,21.0,23.0,"Yeah, well, thanks, how are you?",positive,0.8843,False,False,True,False,False,2.0,0.075497,0.561859,-22.441,0.051029,1334.34,282.809,120.309,3.0,high,high,high
en_AU_Travel_1591540,5,customer,channel2,2,22.12,24.28,"Good, good.",positive,0.9182,False,False,False,False,False,2.16,0.061478,0.420746,-24.226,0.153658,2220.362,200.761,114.553,0.926,medium,low,medium
en_AU_Travel_1591540,6,customer,channel2,3,24.96,30.72,"Look, my son is needing to get a driving test done.",neutral,0.6436,False,False,False,False,False,5.76,0.084416,0.999969,-21.472,0.131129,1580.693,178.153,74.958,1.91,high,low,low
en_AU_Travel_1591540,7,agent,channel1,4,30.0,42.0,"Oh, well, congratulations.",positive,0.968,False,False,False,False,False,12.0,0.026254,0.737915,-31.616,0.042219,1511.152,313.141,129.333,0.25,low,low,high
en_AU_Travel_1591540,8,customer,channel2,4,30.72,32.4,I need to book it in for him.,neutral,0.7977,False,False,False,False,False,1.68,0.066573,0.842926,-23.534,0.090452,1252.663,188.25,53.122,4.762,medium,high,medium
en_AU_Travel_1591540,9,customer,channel2,5,32.4,36.76,And just wondering what I need to do to get him ready,neutral,0.7984,False,False,False,False,False,4.36,0.071895,0.671997,-22.866,0.09149,1443.332,186.101,43.14,2.752,medium,medium,medium
en_AU_Travel_1591540,10,customer,channel2,6,36.76,40.0,and when we can book that test in and all that kind of jazz.,neutral,0.7564,False,False,False,False,False,3.24,0.06551,0.56366,-23.674,0.14399,1588.531,180.883,83.668,4.321,medium,high,low
en_AU_Travel_1591540,11,agent,channel1,5,42.0,45.0,"Quite the exciting time at your household, I'm sure.",positive,0.9872,False,False,False,False,False,3.0,0.122071,0.857727,-18.268,0.158406,1566.082,208.982,107.139,3.0,high,high,medium
en_AU_Travel_1591540,12,agent,channel1,6,45.0,47.0,How did the learning lessons go?,neutral,0.916,False,False,True,False,False,2.0,0.065529,0.512451,-23.671,0.12221,1423.804,137.126,65.366,3.0,medium,high,low
en_AU_Travel_1591540,13,agent,channel1,7,47.0,71.0,I've been through it many times before with my kids.,neutral,0.5824,False,False,False,False,False,24.0,0.025617,0.582672,-31.83,0.044155,1533.417,309.538,132.46,0.417,low,low,high
en_AU_Travel_1591540,14,customer,channel2,7,47.12,48.92,"Look, I wouldn't call it exciting.",negative,0.6454,False,False,False,False,False,1.8,0.096128,0.782623,-20.343,0.097202,1174.331,184.42,57.581,3.333,high,high,low
en_AU_Travel_1591540,15,customer,channel2,8,48.92,52.4,I'm absolutely terrified for him to get on the roads.,negative,0.8674,False,False,False,False,False,3.48,0.06946,0.624634,-23.165,0.119853,1357.545,180.099,79.138,2.874,medium,medium,low
en_AU_Travel_1591540,16,customer,channel2,9,52.4,56.04,I would not say he's the most responsible out of all my children.,neutral,0.526,False,False,False,False,False,3.64,0.081286,0.661774,-21.8,0.100423,1223.049,177.671,60.02,3.571,high,high,low
en_AU_Travel_1591540,17,customer,channel2,10,56.04,59.0,"But, you know, it's kind of come to that time",neutral,0.6151,False,False,False,False,False,2.96,0.102733,0.888062,-19.766,0.126139,1451.546,201.082,76.678,3.378,high,high,medium
en_AU_Travel_1591540,18,customer,channel2,11,59.0,62.68,and I'm being told that I need to let go a little bit.,neutral,0.7566,False,False,False,False,False,3.68,0.074611,0.766998,-22.544,0.10554,1272.707,191.287,72.017,3.533,high,high,medium
en_AU_Travel_1591540,19,customer,channel2,12,62.68,66.88,"But yeah, he's getting there, but it makes me nervous either way.",neutral,0.4626,False,False,False,False,False,4.2,0.081718,0.746582,-21.754,0.083326,1247.83,224.275,85.014,2.857,high,medium,high
en_AU_Travel_1591540,20,agent,channel1,8,71.0,74.0,I've changed that movie Saturday Night Fever to White Knuckle Fever.,neutral,0.8115,False,False,False,False,False,3.0,0.06904,0.652496,-23.218,0.156879,1590.101,202.167,112.943,3.667,medium,high,medium
