call_id,turn_id,speaker,channel,segment_id,start_time,end_time,text,sentiment_label,sentiment_score,frustration_flag,empathy_flag,probing_flag,ownership_flag,next_steps_flag,segment_duration_sec,rms_energy,peak_amplitude,rms_db,zero_crossing_rate,spectral_centroid,pitch_mean_hz,pitch_std_hz,speaking_rate_wps,volume_level,speaking_rate_level,pitch_level
en_AU_Hospitality_1585411,1,agent,channel1,1,0.0,16.68,"Hello, this is Five Star Hotels Service Desk, how can I help you?",neutral,0.7462,False,False,True,False,False,16.68,0.04069,0.67337,-27.81,0.051823,1285.869,293.966,139.1,0.779,low,low,high
en_AU_Hospitality_1585411,2,customer,channel2,1,0.0,27.76,"Hi there, yes I've just come to make a, I want to make a book home with you and I'm",positive,0.5975,False,False,False,False,False,27.76,0.032182,0.633118,-29.848,0.081106,1411.698,247.765,142.057,0.72,low,low,high
en_AU_Hospitality_1585411,3,customer,channel2,2,27.76,36.64,"a guest and I'll be arriving next Tuesday. We'll be arriving. So there's a few things,",neutral,0.7373,False,False,False,False,False,8.88,0.075446,0.634033,-22.447,0.146948,1728.528,137.541,58.143,1.802,medium,medium,low
en_AU_Hospitality_1585411,4,agent,channel1,2,30.0,32.0,You,neutral,0.4584,False,False,False,False,False,2.0,6e-06,9.2e-05,-104.769,0.015245,1426.948,328.911,131.744,0.5,low,low,high
en_AU_Hospitality_1585411,5,customer,channel2,3,36.64,49.04,a few requests that I have please. I'd like to upgrade our room. We're doing a special,positive,0.6351,False,False,False,False,False,12.4,0.061287,0.706451,-24.253,0.12596,1569.443,156.322,92.851,1.371,medium,medium,medium
en_AU_Hospitality_1585411,6,customer,channel2,4,49.04,62.24,occasion for our grandparents and we need to include them in our room. It's a pretty special,positive,0.5902,False,False,False,False,False,13.2,0.059341,0.831604,-24.533,0.126363,1607.7,158.467,100.252,1.288,medium,medium,medium
en_AU_Hospitality_1585411,7,agent,channel1,3,60.0,89.0,"Yes, of course, we can do anything, anything to cater for, for our lovely guests for a room for four, for a special occasion, I'll look at the availability for the penthouse for you now.",positive,0.9466,False,False,False,False,False,29.0,0.040806,0.734711,-27.786,0.074183,1611.312,252.158,141.474,1.207,low,low,high
en_AU_Hospitality_1585411,8,customer,channel2,5,62.24,74.24,time for them. So is it possible to have my wife and I and her parents in one room? Is that a,neutral,0.8759,False,False,False,False,False,12.0,0.088948,0.863831,-21.017,0.124084,1535.399,146.92,82.539,1.833,high,medium,low
en_AU_Hospitality_1585411,9,customer,channel2,6,74.24,85.44,possibility?,neutral,0.7903,False,False,False,False,False,11.2,0.020844,0.380554,-33.62,0.063079,1348.803,273.886,143.905,0.089,low,low,high
en_AU_Hospitality_1585411,10,agent,channel1,4,90.0,107.0,"Give me one second. Yes, so it does appear that we have the penthouse suite and it's just really lovely view. It looks over the entire ocean and the beach is completely unobstructed views.",positive,0.9208,False,False,False,False,False,17.0,0.059267,0.950714,-24.544,0.138795,1866.9,169.927,112.965,2.0,medium,medium,medium
en_AU_Hospitality_1585411,11,customer,channel2,7,104.24,119.24,"Oh, great, that's fantastic.",positive,0.9823,False,False,False,False,False,15.0,0.03461,0.465881,-29.216,0.087433,1520.824,214.15,136.887,0.267,low,low,high
en_AU_Hospitality_1585411,12,agent,channel1,5,107.0,114.0,"So if that was something that you'd be comfortable with, I could book that in for you at no additional cost for yourself.",neutral,0.745,False,False,False,False,False,7.0,0.06179,0.750366,-24.182,0.143677,1612.584,127.61,62.666,3.286,medium,high,low
en_AU_Hospitality_1585411,13,customer,channel2,8,119.24,121.24,Are they available next Tuesday?,neutral,0.9344,False,False,False,False,False,2.0,0.161329,0.725159,-15.846,0.07442,1381.975,164.603,54.583,2.5,high,high,medium
en_AU_Hospitality_1585411,14,agent,channel1,6,121.0,135.0,"Yes, so the penthouse suite is booked out until the Sunday of this week, but Monday and Tuesday onwards, it's available, so I can book you in for that for sure.",neutral,0.5081,False,False,False,False,False,14.0,0.06952,0.999969,-23.158,0.141836,1779.988,151.083,96.06,2.214,medium,high,medium
en_AU_Hospitality_1585411,15,agent,channel1,7,135.0,155.0,"So it's free for that whole week, so up until the following Sunday. So from the Monday to the Sunday and then the next booking is available. So for the seven or not seven, six days.",neutral,0.7681,False,False,False,False,False,20.0,0.064112,0.958344,-23.861,0.11591,1631.57,185.29,125.28,1.8,medium,medium,medium
en_AU_Hospitality_1585411,16,customer,channel2,9,137.24,139.24,How long is it available for when is the next booking?,neutral,0.9609,False,False,False,False,False,2.0,0.136641,0.875061,-17.288,0.098253,1431.035,144.309,16.969,5.5,high,high,low
