call_id,turn_id,speaker,channel,segment_id,start_time,end_time,text,sentiment_label,sentiment_score,frustration_flag,empathy_flag,probing_flag,ownership_flag,next_steps_flag,segment_duration_sec,rms_energy,peak_amplitude,rms_db,zero_crossing_rate,spectral_centroid,pitch_mean_hz,pitch_std_hz,speaking_rate_wps,volume_level,speaking_rate_level,pitch_level
en_AU_Food_1586372,1,agent,channel1,1,0.0,26.0,"Good morning, thank you for calling me catering, my name is Sarah, how can I help you?",positive,0.8857,False,False,True,False,False,26.0,0.038531,0.772614,-28.284,0.048239,1158.816,299.581,126.055,0.654,medium,low,high
en_AU_Food_1586372,2,customer,channel2,1,0.0,27.36,"Hi, my name is Jenny and I'm just calling about catering a birthday party.",neutral,0.7086,False,False,False,False,False,27.36,0.021582,0.397675,-33.318,0.045666,1247.71,303.001,133.391,0.512,low,low,high
en_AU_Food_1586372,3,agent,channel1,2,26.0,36.0,"Yes we do, so how big is the party for?",neutral,0.757,False,False,True,False,False,10.0,0.051038,0.408661,-25.842,0.091447,1438.612,269.612,111.445,1.0,medium,medium,medium
en_AU_Food_1586372,4,customer,channel2,2,27.36,35.36,Do you do those kind of things?,neutral,0.8612,False,False,False,False,False,8.0,0.021895,0.30011,-33.193,0.062002,1430.013,288.851,136.114,0.875,low,medium,high
en_AU_Food_1586372,5,customer,channel2,3,35.36,43.36,I'm expecting 30 guests.,neutral,0.8331,False,False,False,False,False,8.0,0.032206,0.647614,-29.841,0.091075,1617.767,255.66,141.668,0.5,medium,low,medium
en_AU_Food_1586372,6,agent,channel1,3,36.0,44.0,"Yes that sounds great, is that a birthday party?",positive,0.9879,False,False,True,False,False,8.0,0.068567,0.79599,-23.278,0.080329,1327.047,247.088,111.582,1.125,medium,medium,medium
en_AU_Food_1586372,7,customer,channel2,4,43.36,45.36,It will be yes.,positive,0.7486,False,False,False,False,False,2.0,0.054002,0.387817,-25.352,0.135719,1991.295,211.6,134.808,2.0,medium,high,low
en_AU_Food_1586372,8,agent,channel1,4,44.0,60.0,"Yes great, so we have different types of packages, we offer several catering packages depending on the type of the event and the service you are after.",positive,0.95,False,False,False,False,False,16.0,0.069016,0.416473,-23.221,0.114419,1426.005,208.67,79.432,1.688,medium,medium,low
en_AU_Food_1586372,9,agent,channel1,5,60.0,85.0,Like there are buffet style or finger food options to like a full plate of mince and packages typically start around $80 per person depending on your menu selection and any special dietary requirements.,neutral,0.8678,False,False,False,False,False,25.0,0.062314,0.451263,-24.108,0.114616,1459.052,237.054,105.23,1.36,medium,medium,medium
en_AU_Food_1586372,10,customer,channel2,5,73.36,83.36,So I've got a few friends that are vegetarian and gluten free.,positive,0.5106,False,False,False,False,False,10.0,0.041344,0.490753,-27.672,0.081215,1541.38,271.885,122.597,1.2,medium,medium,high
en_AU_Food_1586372,11,customer,channel2,6,83.36,93.36,Do you provide those options?,neutral,0.9187,False,False,False,False,False,10.0,0.020496,0.372559,-33.766,0.067966,1362.888,280.877,140.381,0.5,low,low,high
en_AU_Food_1586372,12,agent,channel1,6,85.0,107.0,"Well yeah we absolutely accommodate vegetarian, vegan, any gluten free guests, yeah we can definitely cater for those and we'll clearly label each dish so people know which ones are vegetarians and yeah we normally put them on the side of the table but then again depends which package you go with.",positive,0.7459,False,False,False,False,False,22.0,0.088483,0.87381,-21.063,0.114139,1357.784,202.616,79.056,2.364,high,high,low
en_AU_Food_1586372,13,customer,channel2,7,93.36,117.36,That sounds good.,positive,0.9536,False,False,False,False,False,24.0,0.002864,0.132172,-50.861,0.024659,1082.753,309.104,138.743,0.125,low,low,high
en_AU_Food_1586372,14,agent,channel1,7,107.0,119.0,And you just need to let us know how many people have dietary needs and our chefs will tailor the menu accordingly.,neutral,0.8763,False,False,False,False,False,12.0,0.072016,0.931671,-22.851,0.102373,1367.194,237.117,118.138,1.833,medium,high,medium
en_AU_Food_1586372,15,customer,channel2,8,117.36,137.36,The party is happening on the 10th of December and it starts at 10am so we'll need it in the morning.,neutral,0.9045,False,False,False,False,False,20.0,0.033209,0.497711,-29.575,0.09229,1593.502,250.552,133.842,1.05,medium,medium,medium
en_AU_Food_1586372,16,agent,channel1,8,119.0,129.0,So when do you need this buy and what type of a party are you looking for?,neutral,0.9472,False,False,True,False,False,10.0,0.099519,0.999969,-20.042,0.065701,1056.452,245.93,116.566,1.7,high,medium,medium
en_AU_Food_1586372,17,agent,channel1,9,129.0,154.0,"Okay sure, yeah 10am is an early start but in terms of like logistic we can provide delivery and full set of services on the day of the event.",neutral,0.7128,False,False,False,False,False,25.0,0.076796,0.93457,-22.293,0.088193,1260.035,236.777,115.173,1.16,high,medium,medium
en_AU_Food_1586372,18,customer,channel2,9,137.36,147.36,Do you guys deliver?,neutral,0.9303,False,False,False,False,False,10.0,0.029935,0.581757,-30.476,0.065634,1438.174,286.838,132.816,0.4,low,low,high
en_AU_Food_1586372,19,agent,channel1,10,155.0,171.0,"I think can arrive about I would say like an hour, an hour and a half earlier before your guests are supposed to drive and set up everything for you and make sure the food is presented beautifully.",neutral,0.5103,False,False,False,False,False,16.0,0.094184,0.755768,-20.52,0.138706,1510.222,199.182,82.836,2.375,high,high,low
en_AU_Food_1586372,20,customer,channel2,10,167.36,195.36,"No, there's facilities where you can warm items up.",neutral,0.8874,False,False,False,False,False,28.0,0.021309,0.563843,-33.429,0.062222,1388.966,269.844,146.704,0.321,low,low,high
en_AU_Food_1586372,21,agent,channel1,11,171.0,190.0,"What we will need to do though depending on what type of food package you go with, if they need to be warmed up are there any facilities there for our staff to basically warm up the food there or do you want us to bring it when it's time to serve?",neutral,0.9324,False,False,True,False,False,19.0,0.108591,0.921295,-19.284,0.119226,1331.024,200.19,67.649,2.737,high,high,low
en_AU_Food_1586372,22,agent,channel1,12,191.0,207.0,"Okay fantastic so what I can do is do you have a price range in mind or would you like me to email you like the sample menus, how would you like to proceed?",positive,0.8346,False,False,True,False,False,16.0,0.102017,0.976135,-19.827,0.10564,1374.332,251.282,96.54,2.125,high,high,medium
en_AU_Food_1586372,23,customer,channel2,11,195.36,215.36,I was like a sample menu but I was also wondering do you make birthday cakes?,neutral,0.8891,False,False,False,False,False,20.0,0.034552,0.579529,-29.231,0.061661,1335.46,294.638,129.818,0.8,medium,low,high
en_AU_Food_1586372,24,agent,channel1,13,208.0,225.0,We can do that we don't necessarily make birthday cakes ourselves but we have a lady who helps us with putting all the packages together.,neutral,0.5367,False,False,False,False,False,17.0,0.082809,0.866241,-21.638,0.100424,1296.117,237.723,112.557,1.471,high,medium,medium
en_AU_Food_1586372,25,customer,channel2,12,215.36,243.36,That sounds like a good idea.,positive,0.9226,False,False,False,False,False,28.0,0.007682,0.534515,-42.29,0.026444,1143.284,312.461,135.307,0.214,low,low,high
en_AU_Food_1586372,26,agent,channel1,14,226.0,241.0,She also has a menu I can include that one in the email and if I'm sending you an email and you can also select a birthday from there and our team will basically provide that into our delivery and logistics for you.,neutral,0.7433,False,False,False,False,False,15.0,0.092674,0.603668,-20.661,0.124062,1446.081,193.911,70.623,2.867,high,high,low
en_AU_Food_1586372,27,agent,channel1,15,242.0,253.0,Okay so do you have a price range in mind or would you like to receive all the packages and then select from those?,neutral,0.9199,False,False,True,False,False,11.0,0.128668,0.995728,-17.811,0.114702,1417.034,229.531,107.572,2.182,high,high,low
en_AU_Food_1586372,28,customer,channel2,13,243.36,259.36,I'll think I'll just receive all the packages and then I'll decide from there.,neutral,0.9032,False,False,False,False,False,16.0,0.029907,0.451111,-30.484,0.061394,1382.755,273.881,135.139,0.875,low,medium,high
