call_id,turn_id,speaker,channel,segment_id,start_time,end_time,text,sentiment_label,sentiment_score,frustration_flag,empathy_flag,probing_flag,ownership_flag,next_steps_flag,segment_duration_sec,rms_energy,peak_amplitude,rms_db,zero_crossing_rate,spectral_centroid,pitch_mean_hz,pitch_std_hz,speaking_rate_wps,volume_level,speaking_rate_level,pitch_level
en_AU_RealEstate_1591705,1,agent,channel1,1,0.0,15.44,"Good afternoon, welcome to Melbourne Real Estate, just speaking with Tom, how can I",positive,0.9185,False,False,False,False,False,15.44,0.050542,0.998444,-25.927,0.052705,1211.767,300.955,137.538,0.907,medium,low,high
en_AU_RealEstate_1591705,2,customer,channel2,1,0.0,21.66,"Hey, Tom, just Laura from 24A Brunswick Street.",neutral,0.8448,False,False,False,False,False,21.66,0.033549,0.643158,-29.487,0.120567,2010.841,208.705,141.085,0.369,low,low,high
en_AU_RealEstate_1591705,3,agent,channel1,2,15.44,15.84,help you?,neutral,0.8786,False,False,True,False,False,0.4,0.070143,0.409515,-23.08,0.115497,1385.24,246.947,100.755,5.0,high,high,high
en_AU_RealEstate_1591705,4,customer,channel2,2,21.66,24.8,We actually need to organize a move out.,neutral,0.7793,False,False,False,False,False,3.14,0.078253,0.523407,-22.13,0.121651,1312.855,181.802,89.218,2.548,high,medium,medium
en_AU_RealEstate_1591705,5,customer,channel2,3,24.8,27.2,We're moving kind of across town.,neutral,0.9039,False,False,False,False,False,2.4,0.063647,0.46167,-23.924,0.122944,1283.757,173.582,68.703,2.5,medium,medium,low
en_AU_RealEstate_1591705,6,customer,channel2,4,27.2,32.0,"So, yeah, I just need to know what to do, all that kind of stuff.",neutral,0.7031,False,False,False,False,False,4.8,0.062124,0.510864,-24.135,0.129094,1587.448,183.404,86.668,3.125,medium,medium,medium
en_AU_RealEstate_1591705,7,agent,channel1,3,30.96,37.24,"Okay Laura, I'm actually a new property manager here, so before we dive into",neutral,0.8137,False,False,False,False,False,6.28,0.064917,0.530334,-23.753,0.139629,1547.775,205.588,112.861,2.229,high,low,medium
en_AU_RealEstate_1591705,8,agent,channel1,4,37.24,46.88,"things, could I just grab the postcode of the property? 3-on-4-5, perfect, you",positive,0.684,False,False,True,False,False,9.64,0.037977,0.505249,-28.41,0.174662,1974.012,211.268,128.734,1.349,low,low,high
en_AU_RealEstate_1591705,9,customer,channel2,5,42.0,44.0,"Yeah, it's 3-1-4-5.",neutral,0.8061,False,False,False,False,False,2.0,0.092094,0.797668,-20.715,0.120652,1384.433,202.898,93.696,1.5,high,low,medium
en_AU_RealEstate_1591705,10,customer,channel2,6,44.0,59.92,I've just got a new job and it's the other side of town and it would take forever for,negative,0.735,False,False,False,False,False,15.92,0.040463,0.85788,-27.859,0.120054,2012.922,206.335,123.728,1.193,low,low,medium
en_AU_RealEstate_1591705,11,agent,channel1,5,46.88,51.84,"only said that was on Brunswick Street, oh that's such a beautiful property, how",positive,0.9446,False,False,False,False,False,4.96,0.09274,0.965515,-20.655,0.186026,1808.201,213.171,101.149,2.823,high,medium,high
en_AU_RealEstate_1591705,12,agent,channel1,6,51.84,55.76,come you're looking at leaving?,neutral,0.7812,False,False,True,False,False,3.92,0.065227,0.815826,-23.711,0.084294,1380.07,245.403,133.776,1.276,high,low,high
