call_id,turn_id,speaker,channel,segment_id,start_time,end_time,text,sentiment_label,sentiment_score,frustration_flag,empathy_flag,probing_flag,ownership_flag,next_steps_flag,segment_duration_sec,rms_energy,peak_amplitude,rms_db,zero_crossing_rate,spectral_centroid,pitch_mean_hz,pitch_std_hz,speaking_rate_wps,volume_level,speaking_rate_level,pitch_level
en_AU_Health_1591707,1,agent,channel1,1,0.0,19.12,"Good evening, welcome to Pet Binanza Warehouse, Richmond, this is Tom, how can I help you?",positive,0.6275,False,False,True,False,False,19.12,0.058038,1.0,-24.726,0.086658,1315.396,279.392,141.523,0.837,medium,low,high
en_AU_Health_1591707,2,customer,channel2,1,0.0,26.4,"Hey Tom, my name's Laura, my cat Taylor comes to see you guys.",neutral,0.7041,False,False,False,False,False,26.4,0.038153,0.807861,-28.369,0.097776,1925.995,233.322,143.716,0.492,low,low,high
en_AU_Health_1591707,3,customer,channel2,2,26.4,32.36,"We haven't been in for about, it's probably been about a year now, last time we were in",neutral,0.6533,False,False,False,False,False,5.96,0.078179,0.731781,-22.138,0.112493,1381.535,186.215,77.028,3.02,high,high,medium
en_AU_Health_1591707,4,customer,channel2,3,32.36,39.72,"she had this really like pretty serious cough and it never went away, well I don't say never,",negative,0.7314,False,False,False,False,False,7.36,0.072501,0.697845,-22.793,0.112916,1390.09,181.659,94.407,2.446,high,medium,low
en_AU_Health_1591707,5,customer,channel2,4,39.72,45.84,"it was about two months that she was coughing and we came in, we did a bunch of tests and",neutral,0.8119,False,False,False,False,False,6.12,0.071874,0.744934,-22.869,0.140353,1518.322,158.692,81.087,3.268,high,high,low
en_AU_Health_1591707,6,customer,channel2,5,45.84,50.24,then we finally gave her some medication and the cough went away.,neutral,0.5068,False,False,False,False,False,4.4,0.071972,0.632263,-22.857,0.125301,1424.52,139.488,63.11,2.727,high,medium,low
en_AU_Health_1591707,7,customer,channel2,6,50.24,55.08,So it's probably been a year as I was saying and the cough has kind of come back.,neutral,0.6753,False,False,False,False,False,4.84,0.061087,0.680817,-24.281,0.132697,1470.577,169.747,84.107,3.719,medium,high,low
en_AU_Health_1591707,8,customer,channel2,7,55.08,59.32,So I just kind of wanted to bring her in and see what's going on.,neutral,0.8108,False,False,False,False,False,4.24,0.077646,0.653931,-22.198,0.086103,1098.062,159.063,63.769,3.538,high,high,low
en_AU_Health_1591707,9,customer,channel2,8,59.32,65.56,"I'm assuming it's the same thing as last time, but yeah we'd love to come in and just be",positive,0.6527,False,False,False,False,False,6.24,0.069838,0.653046,-23.118,0.134863,1451.695,175.278,86.853,3.045,high,high,low
en_AU_Health_1591707,10,agent,channel1,2,60.0,78.0,"Yeah, I'm no worries at all. What was Taylor's registration number? Just so I can pull up her history here and take a look for you.",neutral,0.7057,False,False,True,False,False,18.0,0.039663,0.712646,-28.032,0.092048,1620.035,280.278,132.629,1.444,low,low,high
en_AU_Health_1591707,11,customer,channel2,9,65.56,68.52,sure and grab some medication if needed.,neutral,0.84,False,False,False,False,False,2.96,0.036177,0.489594,-28.831,0.12867,1353.128,156.785,105.007,2.365,low,medium,low
en_AU_Health_1591707,12,customer,channel2,10,68.52,78.68,Is that the six digit number?,neutral,0.9315,False,False,False,False,False,10.16,0.033297,0.757782,-29.552,0.057206,1617.637,267.961,142.233,0.591,low,low,high
en_AU_Health_1591707,13,agent,channel1,3,78.0,84.0,"Yeah, but just the last three will be okay.",positive,0.5841,False,False,False,False,False,6.0,0.073411,1.0,-22.685,0.107918,1728.441,239.551,149.671,1.5,high,low,high
