call_id,turn_id,speaker,channel,segment_id,start_time,end_time,text,sentiment_label,sentiment_score,frustration_flag,empathy_flag,probing_flag,ownership_flag,next_steps_flag,segment_duration_sec,rms_energy,peak_amplitude,rms_db,zero_crossing_rate,spectral_centroid,pitch_mean_hz,pitch_std_hz,speaking_rate_wps,volume_level,speaking_rate_level,pitch_level
en_CA_Aviation_1588678,1,customer,channel2,1,0.0,25.44,"Hi, I was calling to request an extra bag be added to my book flight for January 6,",neutral,0.9036,False,False,False,False,False,25.44,0.045531,0.962219,-26.834,0.036131,408.342,316.072,128.911,0.708,medium,low,high
en_CA_Aviation_1588678,2,agent,channel1,1,0.0,26.0,"Hello, my name is Julia with the Aviation Society, how can I help you?",neutral,0.7841,False,False,True,False,False,26.0,0.012898,0.184906,-37.79,0.012421,273.049,362.217,84.552,0.538,low,low,high
en_CA_Aviation_1588678,3,customer,channel2,2,25.44,50.4,air thrombo. That is correct at 6.30 a.m. My name is Owen thrombosis.,neutral,0.8372,False,False,False,False,False,24.96,0.046442,0.897217,-26.662,0.03005,605.599,297.268,136.281,0.521,medium,low,medium
en_CA_Aviation_1588678,4,agent,channel1,2,26.0,34.0,"Yes, of course. Let me just pull that up. Which airline are you flying with?",neutral,0.8102,False,False,True,False,False,8.0,0.016919,0.193115,-35.433,0.048151,688.777,294.647,115.321,1.875,low,high,medium
en_CA_Aviation_1588678,5,agent,channel1,3,34.0,43.0,Okay. On January 6th.,neutral,0.8425,False,False,False,False,False,9.0,0.014202,0.137726,-36.953,0.038978,808.425,305.08,124.342,0.444,low,low,high
en_CA_Aviation_1588678,6,agent,channel1,4,43.0,47.0,"Okay, and your name, please.",neutral,0.8104,False,False,False,False,False,4.0,0.01897,0.122528,-34.439,0.042209,765.821,316.012,113.483,1.25,medium,medium,high
en_CA_Aviation_1588678,7,agent,channel1,5,47.0,52.0,And last thing.,neutral,0.7474,False,False,False,False,False,5.0,0.01089,0.118317,-39.259,0.018421,487.398,349.982,99.343,0.6,low,low,high
en_CA_Aviation_1588678,8,agent,channel1,6,52.0,57.0,Okay.,neutral,0.5693,False,False,False,False,False,5.0,0.002831,0.054596,-50.961,0.018303,359.759,351.894,103.38,0.2,low,low,high
en_CA_Aviation_1588678,9,customer,channel2,3,55.44,76.88,"One, two, four, five, six. Yes, I believe I have four currently and I'd like to add a fifth.",neutral,0.5987,False,False,False,False,False,21.44,0.061422,0.999969,-24.234,0.030545,538.657,295.757,135.223,0.886,medium,medium,medium
en_CA_Aviation_1588678,10,agent,channel1,7,57.0,66.0,"And what is your booking number, please?",neutral,0.9071,False,False,True,False,False,9.0,0.014851,0.158936,-36.565,0.020465,585.306,329.141,114.175,0.778,low,low,high
