call_id,turn_id,speaker,channel,segment_id,start_time,end_time,text,sentiment_label,sentiment_score,frustration_flag,empathy_flag,probing_flag,ownership_flag,next_steps_flag,segment_duration_sec,rms_energy,peak_amplitude,rms_db,zero_crossing_rate,spectral_centroid,pitch_mean_hz,pitch_std_hz,speaking_rate_wps,volume_level,speaking_rate_level,pitch_level
en_CA_Energy_1587318,1,agent,channel1,1,0.0,17.56,"Good morning, thank you for calling GreenFlow Energy, this is Michelle speaking, how may",positive,0.9412,False,False,False,False,False,17.56,0.035212,0.487823,-29.066,0.046711,839.937,278.177,128.158,0.797,low,low,high
en_CA_Energy_1587318,2,customer,channel2,1,0.0,25.76,I'm Michelle. Good morning. My name is John. I just moved into a new home and I went to,positive,0.6036,False,False,False,False,False,25.76,0.052891,0.620911,-25.532,0.014377,311.959,351.613,97.214,0.738,medium,low,high
en_CA_Energy_1587318,3,agent,channel1,2,17.56,40.32,"I help you today? Yeah, absolutely John, congrats on your new home, you're right, an energy audit",positive,0.9652,False,False,True,False,False,22.76,0.038261,0.77417,-28.345,0.047937,917.404,274.213,130.738,0.747,low,low,high
en_CA_Energy_1587318,4,customer,channel2,2,25.76,32.8,schedule a home energy audit. I've heard it's a good first step before installing solar panel.,positive,0.6738,False,False,False,False,False,7.04,0.090045,0.71756,-20.911,0.072347,761.894,228.161,107.0,2.273,high,medium,medium
en_CA_Energy_1587318,5,customer,channel2,3,32.8,59.68,It's a 126 maple grove lane in Riverview.,neutral,0.9294,False,False,False,False,False,26.88,0.041327,0.550537,-27.675,0.011955,239.474,352.881,98.703,0.298,low,low,high
en_CA_Energy_1587318,6,agent,channel1,3,40.32,46.56,is a great way to understand how efficiently your home uses energy before deciding on solar,positive,0.6912,False,False,False,False,False,6.24,0.044997,0.45575,-26.936,0.115748,1295.079,175.765,58.071,2.564,low,high,low
en_CA_Energy_1587318,7,agent,channel1,4,46.56,61.4,"panel installation. Can I have your full address to check audit availability in your area? Oh,",neutral,0.8984,False,False,True,False,False,14.84,0.056925,0.748962,-24.894,0.077314,1081.321,254.097,125.277,1.078,medium,medium,medium
en_CA_Energy_1587318,8,agent,channel1,5,61.4,71.84,"got it. Okay, let me pull up your area schedule. Okay, we have so there's an opening next Wednesday",neutral,0.7507,False,False,False,False,False,10.44,0.058997,0.513733,-24.583,0.113922,1282.921,214.295,97.537,1.82,high,medium,medium
en_CA_Energy_1587318,9,customer,channel2,4,62.8,79.68,Right afternoon would be perfect.,positive,0.9658,False,False,False,False,False,16.88,0.019867,0.339966,-34.038,0.004732,231.838,371.405,84.009,0.296,low,low,high
en_CA_Energy_1587318,10,agent,channel1,6,71.92,83.76,"at 10am or Friday at 2pm, which would work better for you? Great, so I booked you for Friday",positive,0.9084,False,False,True,False,False,11.84,0.049398,0.486572,-26.126,0.081735,1074.679,231.655,120.818,1.605,medium,medium,medium
en_CA_Energy_1587318,11,agent,channel1,7,83.76,91.4,"at 2pm, you'll receive a confirmation email shortly after our call. So the audit usually",neutral,0.8751,False,False,False,False,False,7.64,0.067998,0.753723,-23.35,0.119034,1329.351,192.471,80.739,1.963,high,medium,low
en_CA_Energy_1587318,12,agent,channel1,8,91.4,98.6,"takes about 60 to 90 minutes, and one of our certified energy specialists will he'll look",neutral,0.8169,False,False,False,False,False,7.2,0.05915,0.53302,-24.561,0.113348,1290.338,192.518,72.373,2.222,high,medium,low
en_CA_Energy_1587318,13,customer,channel2,5,92.8,115.12,"Yes, please. I'd like to know what to expect.",neutral,0.5068,False,False,False,False,False,22.32,0.009365,0.160889,-40.57,0.008662,136.718,370.534,85.72,0.403,low,low,high
en_CA_Energy_1587318,14,agent,channel1,9,98.6,105.12,"at your insulation, appliances, windows and heating systems and see if there's any energy loss or",neutral,0.7499,False,False,False,False,False,6.52,0.063433,0.546997,-23.954,0.116194,1302.549,194.099,73.031,2.454,high,high,low
en_CA_Energy_1587318,15,agent,channel1,10,105.12,111.6,inefficiencies. Would you like me to explain what happens during the audit in a bit more detail?,neutral,0.9233,False,False,True,False,False,6.48,0.067507,0.574524,-23.413,0.098123,1186.805,202.195,79.294,2.623,high,high,medium
en_CA_Energy_1587318,16,agent,channel1,11,111.6,124.4,"Yeah, sure. So during the audit, the technician uses special tools like a blower door test",neutral,0.8636,False,False,False,False,False,12.8,0.051423,0.789612,-25.777,0.085911,1057.813,243.148,118.966,1.25,medium,medium,medium
en_CA_Energy_1587318,17,customer,channel2,6,122.8,152.72,"Hmm, that sounds good. Okay, speaking of solar panels,",positive,0.9181,False,False,False,False,False,29.92,0.027284,0.566681,-31.282,0.00855,286.253,365.576,90.056,0.301,low,low,high
en_CA_Energy_1587318,18,agent,channel1,12,124.6,130.88,"and infrared cameras to detect heat leaks. So they're also going to look at your furnace,",neutral,0.8851,False,False,False,False,False,6.28,0.054344,0.604034,-25.297,0.119396,1359.265,193.453,94.009,2.548,medium,high,low
en_CA_Energy_1587318,19,agent,channel1,13,130.88,137.28,"water heater and any air conditioning units, then after you'll get a full report with recommendations.",neutral,0.914,False,False,False,False,False,6.4,0.057696,0.645599,-24.777,0.109224,1227.239,197.151,79.842,2.5,high,high,low
en_CA_Energy_1587318,20,agent,channel1,14,137.28,144.12,"So some might be simple fixes like adding weather stripping, but others could be upgrades like",neutral,0.8431,False,False,False,False,False,6.84,0.057365,0.56662,-24.827,0.125351,1372.436,188.609,79.898,2.339,medium,high,low
en_CA_Energy_1587318,21,agent,channel1,15,144.12,162.2,"switching to energy efficient lighting or installing solar panels. Yeah, we do. So we partner with",neutral,0.7327,False,False,False,False,False,18.08,0.036268,0.448578,-28.81,0.048601,826.612,271.923,134.777,0.885,low,low,high
