call_id,turn_id,speaker,channel,segment_id,start_time,end_time,text
en_CA_Food_1587314,1,agent,channel1,1,0.0,17.04,"Good afternoon, thank you for calling Delightful Table Catering, this is Emily speaking, how"
en_CA_Food_1587314,2,customer,channel2,1,0.0,24.48,"Hi Emily, this is Jane Parker from Nordbridge Consulting."
en_CA_Food_1587314,3,agent,channel1,2,17.04,36.28,"can I help you today? Oh wonderful James, we're happy to help with that. Could I get a few"
en_CA_Food_1587314,4,customer,channel2,2,24.48,29.28,I'm calling to get some information about corporate catering for team lunch.
en_CA_Food_1587314,5,customer,channel2,3,29.28,31.28,We're playing for next week.
en_CA_Food_1587314,6,agent,channel1,3,36.28,51.84,"details about your event, like the date, the time, and number of guests. Oh that's a great"
en_CA_Food_1587314,7,customer,channel2,4,41.76,50.08,"Sure, we're playing for next Thursday around 12.30pm and we'll have about 25 people attending."
en_CA_Food_1587314,8,agent,channel1,4,51.84,57.76,"size for a catered lunch. And just to confirm, will this be at your office location or are"
en_CA_Food_1587314,9,agent,channel1,5,57.76,68.84,"you hosting it somewhere else? Oh great, we deliver to that area daily so that won't be an issue"
en_CA_Food_1587314,10,customer,channel2,5,60.24,64.32,"At our office, we're downtown on Main Street."
en_CA_Food_1587314,11,agent,channel1,6,68.84,74.6,"at all. So before we get to the menu options, are you guys thinking of a buffet setup or"
en_CA_Food_1587314,12,agent,channel1,7,74.6,94.36,"would you prefer individual meals? Yeah of course, we take dietary needs very seriously so what"
en_CA_Food_1587314,13,customer,channel2,6,77.84,84.16,We're leaning towards the Buffett but I know a few people have dietary restriction
en_CA_Food_1587314,14,customer,channel2,7,84.88,87.36,so I wanted to see what options are available.
en_CA_Food_1587314,15,customer,channel2,8,89.84,105.36,We've got a few vegans on the team and a couple of people who are gluten free.
en_CA_Food_1587314,16,agent,channel1,8,94.36,111.92,"restrictions or preferences would you like us to accommodate? Okay got it, okay that's easy to"
en_CA_Food_1587314,17,customer,channel2,9,106.24,109.36,"Other than that, everyone's pretty flexible."
en_CA_Food_1587314,18,agent,channel1,9,111.92,118.84,accommodate. So we can have some separate labeled dishes for vegan and gluten-free guests or if
en_CA_Food_1587314,19,agent,channel1,10,118.84,124.08,you like we can have individual box meals for them and then keep the rest of the group buffet
en_CA_Food_1587314,20,customer,channel2,10,119.28,145.36,Sounds perfect. I think a mix of Buffett and a few individual boxes would be ideal.
en_CA_Food_1587314,21,agent,channel1,11,124.08,141.72,"style. So that way everyone gets what they need without confusion. Great, so our chefs have a lot"
en_CA_Food_1587314,22,agent,channel1,12,141.72,148.64,of experience handling mixed diet events so our vegan meals include options like quinoa stuffed
en_CA_Food_1587314,23,agent,channel1,13,148.76,155.88,"bell peppers, lentil and roasted veggie wraps or tofu teriyaki bowls. And for gluten-free guests we"
en_CA_Food_1587314,24,customer,channel2,11,149.6,161.36,We've got a couple of people who are gluten free and a couple of people who are gluten-free.
en_CA_Food_1587314,25,agent,channel1,14,155.88,161.8,often recommend dishes like grilled chicken with wild rice or salmon with seasonal vegetables. So
en_CA_Food_1587314,26,agent,channel1,15,161.8,174.52,"they're all naturally gluten-free and they're very popular with clients. Yeah we do, so we"
en_CA_Food_1587314,27,customer,channel2,12,167.36,173.36,That sounds really good. You guys seem to have a lot of options.
en_CA_Food_1587314,28,agent,channel1,16,174.56,181.44,update our menu every season so everything's fresh and easily customized and we can also avoid
en_CA_Food_1587314,29,customer,channel2,13,179.6,192.32,"Good to know, good to know."
en_CA_Food_1587314,30,agent,channel1,17,181.44,189.16,"specific ingredients if needed so like nuts, dairy, soy so just let us know before we finalize the"
en_CA_Food_1587314,31,agent,channel1,18,189.2,209.96,details. Yeah okay so I can start outlining the packages if you like. So for the three main
en_CA_Food_1587314,32,customer,channel2,14,194.0,199.36,I don't think we have any allergies this time but I'll double check with the team.
en_CA_Food_1587314,33,customer,channel2,15,209.28,210.74,You
en_CA_Food_1587314,34,agent,channel1,19,209.96,217.2,tiers we for the first one classic buffet you get two entrees two sides a salad and dessert for
en_CA_Food_1587314,35,agent,channel1,20,217.24,224.2,$22 per person. The premium buffet has upgraded entrees like salmon or steak plus
en_CA_Food_1587314,36,agent,channel1,21,224.2,232.8,beverage service for $30 per person. Pardon and individual box lunches so good for smaller
en_CA_Food_1587314,37,agent,channel1,22,232.8,239.96,groups or if they have specific dietary needs they start at $18 per person. And then all
en_CA_Food_1587314,38,customer,channel2,16,239.6,240.1,"know,"
en_CA_Food_1587314,39,agent,channel1,23,240.0,244.24,packages include disposable plates utensils napkins and serving equipment.
en_CA_Food_1587314,40,agent,channel1,24,244.24,272.24,Yeah absolutely so for example you can order 20 classic buffet meals and five box meals that's
en_CA_Food_1587314,41,customer,channel2,17,246.4,254.88,"that's very good. That's very, very helpful. If I go with the classic Buffett for most people"
en_CA_Food_1587314,42,customer,channel2,18,254.88,263.6,"and a few boxes of lunch for the vegan and gluten free folks, can you mix and mash those?"
en_CA_Food_1587314,43,customer,channel2,19,269.28,289.6,"Yes, please label them if possible. That would make distribution very easy. Well, easier."
en_CA_Food_1587314,44,agent,channel1,25,272.28,278.72,common order so we'll package the specialty meals separately with the guest names labeled on them
en_CA_Food_1587314,45,agent,channel1,26,278.72,295.24,if you want. Yeah sure we can do that so do you want me to email you a sample menu for the
en_CA_Food_1587314,46,agent,channel1,27,295.24,302.32,classic and premium option so then you can review the entrees choices like if you want something
en_CA_Food_1587314,47,customer,channel2,20,299.28,315.6,That would be perfect. Could you include something light as well? A few people prefer healthier options.
en_CA_Food_1587314,48,agent,channel1,28,302.32,317.56,Italian Mediterranean or more like a casual barbecue style lunch. Yeah certainly so I'll
en_CA_Food_1587314,49,agent,channel1,29,317.56,323.4,include our healthy corporate menu so it has options like grilled chicken wraps mixed green
en_CA_Food_1587314,50,agent,channel1,30,323.44,330.64,salads and fruit platters instead of heavier items and we can also add beverages like coffee ice tea or
en_CA_Food_1587314,51,customer,channel2,21,329.6,341.6,"Oh, yes, please. Our team definitely appreciates having drinks included."
en_CA_Food_1587314,52,agent,channel1,31,330.64,346.04,sparkling water if that's something your group would enjoy. Great so let's talk about delivery
en_CA_Food_1587314,53,customer,channel2,22,341.92,353.92,Thank you.
en_CA_Food_1587314,54,agent,channel1,32,346.04,353.08,and setup. Do you want us to just drop off the food or do you want our staff to handle the
en_CA_Food_1587314,55,agent,channel1,33,353.08,363.8,full setup? Okay so with drop-off service we deliver everything in disposable trays and it's ready to
en_CA_Food_1587314,56,customer,channel2,23,355.36,357.92,What's the difference in service?
en_CA_Food_1587314,57,agent,channel1,34,363.8,370.72,serve so that's cost effective but with full setup service our staff comes about 45 minutes early
en_CA_Food_1587314,58,agent,channel1,35,370.72,376.64,they set up the buffet table with warmers serving utensils and they display everything very
en_CA_Food_1587314,59,customer,channel2,24,372.4,388.96,"Okay, got it. Well, I think for this event, the full setup would be best. We want it to look nice."
en_CA_Food_1587314,60,agent,channel1,36,376.68,397.0,professionally and then at the end they'll also tidy up. Ah great choice and we'll make it look
en_CA_Food_1587314,61,customer,channel2,25,389.92,393.92,It's for both our managers and some visiting clients.
en_CA_Food_1587314,62,agent,channel1,37,397.08,407.12,elegant and our team is very efficient so for 12 p.m. sorry 12 30 p.m. lunch the arrival will be
en_CA_Food_1587314,63,customer,channel2,26,402.32,425.92,That works perfectly. Our meeting ends at noon so the timing lines up nicely.
en_CA_Food_1587314,64,agent,channel1,38,407.12,413.72,around 11 45 to set up and then to make sure that everything is warm and ready on time. Does
en_CA_Food_1587314,65,agent,channel1,39,413.72,427.2,that work with your office schedule? Excellent and just confirming the event will be at your
en_CA_Food_1587314,66,customer,channel2,27,426.16,442.24,"Correct. 1,200 main street suits 410."
en_CA_Food_1587314,67,agent,channel1,40,427.2,443.32,"Main Street office, correct? Okay got it. We're on Main Street daily so it's perfect for us."
en_CA_Food_1587314,68,agent,channel1,41,443.32,461.56,"Yeah sure so I'll include sample menus for classic premium and healthy options, pricing breakdown"
en_CA_Food_1587314,69,customer,channel2,28,446.72,453.04,"Okay, so sounds good so far. Could you send me a sample menu and a quote for everything we discussed?"
en_CA_Food_1587314,70,customer,channel2,29,455.92,483.04,Yep. So it's g.parker at Nordbridge.consulting.ca
en_CA_Food_1587314,71,agent,channel1,42,461.56,469.4,"for 25 guests with 20 buffet meals and five box lunches, the beverages and delivery and setup"
en_CA_Food_1587314,72,agent,channel1,43,469.44,487.16,options. Can I confirm your email address please? Perfect so I'll send that to you within the next
en_CA_Food_1587314,73,customer,channel2,30,485.92,507.04,Great. How far in advance do you need final confirmation?
en_CA_Food_1587314,74,agent,channel1,44,487.16,495.76,hour and regarding availability I just checked our system. We're fully available next Thursday at
en_CA_Food_1587314,75,agent,channel1,45,495.76,509.32,12 30 p.m. so once you confirm your menu choices I'll reserve the spot for your group. So we ask
en_CA_Food_1587314,76,agent,channel1,46,509.32,514.52,"for 48 hours notice before the event to finalize the headcount, the menu selections and the"
en_CA_Food_1587314,77,agent,channel1,47,514.52,529.24,payment but since your events next week confirming by Tuesday morning is great. Great so while
en_CA_Food_1587314,78,customer,channel2,31,516.16,527.04,"Okay, that's no problem. I'll review everything with my team tomorrow."
en_CA_Food_1587314,79,customer,channel2,32,527.04,552.16,"That actually sounds nice. Maybe a desert tree, something small but good to finish."
en_CA_Food_1587314,80,agent,channel1,48,529.24,534.88,you're reviewing you might consider some add-ons we offer for corporate events so for example we
en_CA_Food_1587314,81,agent,channel1,49,534.88,540.32,"have fruit platters, dessert trays, beverage stations with coffee and tea so they're great"
en_CA_Food_1587314,82,agent,channel1,50,540.32,557.2,"for meetings that run a bit longer. Yeah great choice so we can have many cheesecakes,"
en_CA_Food_1587314,83,customer,channel2,33,557.04,574.16,"Perfect. Okay, then that will go over well with the team."
en_CA_Food_1587314,84,agent,channel1,51,557.2,563.48,brownies and fruit skewers. They're all perfect for lunch events so I can put those as an optional
en_CA_Food_1587314,85,agent,channel1,52,563.48,578.68,item in your quote so you can decide later. Great okay so just to recap your order details so a
en_CA_Food_1587314,86,agent,channel1,53,578.68,587.68,corporate lunch for 25 people next Thursday at 12 30 p.m. a mix of classic buffet and five specialty
en_CA_Food_1587314,87,customer,channel2,34,587.44,598.16,Okay.
en_CA_Food_1587314,88,agent,channel1,54,587.68,593.08,"box meals for vegan and gluten-free guests, full delivery and setup service at your main"
en_CA_Food_1587314,89,agent,channel1,55,593.08,599.44,"street office and I'll send the sample menus, pricing and beverage dessert options within the"
en_CA_Food_1587314,90,agent,channel1,56,599.44,610.16,hour. Did I did I get everything right? Okay perfect so once once you review and confirm
en_CA_Food_1587314,91,customer,channel2,35,602.88,612.16,Everything's correct. Sounds all good.
en_CA_Food_1587314,92,agent,channel1,57,610.16,615.92,we'll finalize the booking and prepare for your event. Is there anything else I can help with
en_CA_Food_1587314,93,agent,channel1,58,616.0,620.32,before we end the call like maybe discuss billing options or payment methods?
en_CA_Food_1587314,94,customer,channel2,36,617.44,632.16,"Oh, actually, yes. I'll do payment usually work."
en_CA_Food_1587314,95,agent,channel1,59,626.32,631.84,Great question so we accept major credit cards company checks or direct invoicing for
en_CA_Food_1587314,96,agent,channel1,60,631.84,637.36,repeat corporate clients but since this is your first booking we can do a deposit of 50%
en_CA_Food_1587314,97,customer,channel2,37,632.16,645.28,"Oh, that was fine with us."
en_CA_Food_1587314,98,agent,channel1,61,638.24,641.84,upon confirmation and then the remaining balance after delivery.
en_CA_Food_1587314,99,agent,channel1,62,646.4,657.84,Okay sounds good so I'll include the payment link in the proposal email. Thanks so much for calling
