call_id,turn_id,speaker,channel,segment_id,start_time,end_time,text
en_AU_Retail_1593610,1,agent,channel1,1,0.0,25.28,"Hello, thank you for calling Newencers Store, this is Teddy speaking, how can I help you"
en_AU_Retail_1593610,2,customer,channel2,1,0.0,29.24,"Hi Teddy, my name is Belinda."
en_AU_Retail_1593610,3,agent,channel1,2,25.28,27.52,today?
en_AU_Retail_1593610,4,customer,channel2,2,29.24,35.04,I'm just looking for some Christmas decor for the holiday season.
en_AU_Retail_1593610,5,customer,channel2,3,35.04,36.84,I've lost all of mine.
en_AU_Retail_1593610,6,customer,channel2,4,36.84,38.04,I don't know where it's gone.
en_AU_Retail_1593610,7,customer,channel2,5,39.28,41.36,Do you have much in stock at the moment?
en_AU_Retail_1593610,8,customer,channel2,6,41.36,60.0,"Oh darling, I need it all."
en_AU_Retail_1593610,9,agent,channel1,3,42.64,47.28,"Absolutely, we have a great selection of seasonal decor for Christmas right now,"
en_AU_Retail_1593610,10,agent,channel1,4,47.28,51.44,"could you specify which items you're looking for such as holiday wreaths,"
en_AU_Retail_1593610,11,agent,channel1,5,51.44,57.68,"table settings, garlands or anything more specific that you were wanting to find?"
en_AU_Retail_1593610,12,customer,channel2,7,60.0,62.64,I've like actually just lost it.
en_AU_Retail_1593610,13,customer,channel2,8,62.64,69.64,"I don't know where my boxes have gone, but I just can't find any of my Christmas decor."
en_AU_Retail_1593610,14,customer,channel2,9,69.64,75.36,"I need a whole new set up, I need the outdoor setting, I need the Christmas tree lights,"
en_AU_Retail_1593610,15,customer,channel2,10,75.36,80.52,"I need the baubles, I need the theme back, you know?"
en_AU_Retail_1593610,16,customer,channel2,11,80.52,81.32,I need it all.
en_AU_Retail_1593610,17,agent,channel1,6,82.16,88.88,"Absolutely, well we do have lots of those things in stock at the moment."
en_AU_Retail_1593610,18,agent,channel1,7,90.88,96.08,"Right, so if you're needing everything, we have several different Christmas things in stock I can"
en_AU_Retail_1593610,19,agent,channel1,8,96.08,100.72,"help you with, and you're needing a Christmas tree as well because unfortunately we do not"
en_AU_Retail_1593610,20,customer,channel2,12,99.64,110.52,"I mean, I'm still tossing up between a plastic one and a real one, you know, like everyone."
en_AU_Retail_1593610,21,agent,channel1,9,100.8,102.16,stock Christmas trees.
en_AU_Retail_1593610,22,customer,channel2,13,110.52,112.12,I guess it depends on my theme.
en_AU_Retail_1593610,23,agent,channel1,10,112.96,121.92,"Absolutely, well we can recommend a list of suppliers if you are seeking either a real life tree or if"
en_AU_Retail_1593610,24,agent,channel1,11,121.92,126.96,"you are seeking a plastic one, we also do have some partner organizations that can assist you with"
en_AU_Retail_1593610,25,agent,channel1,12,127.44,131.92,"that but we have everything else that you will need for holiday stock, so we have Christmas"
en_AU_Retail_1593610,26,customer,channel2,14,129.64,154.64,"Yeah, I would love your really good things."
