call_id,turn_id,speaker,channel,segment_id,start_time,end_time,text
en_AU_DeliveryService_1593457,1,agent,channel1,1,0.0,18.76,Thank you for calling Smith delivery service. This is Julie speaking. How may I assist
en_AU_DeliveryService_1593457,2,customer,channel2,1,0.0,27.2,"Hi Julie, my name is Sarah. I just want to send something overseas and it's a fragile"
en_AU_DeliveryService_1593457,3,agent,channel1,2,18.76,37.48,"you today? Of course, I'd be super happy to help you. What type of item are you looking"
en_AU_DeliveryService_1593457,4,customer,channel2,2,27.2,32.56,item. I just wanted to know some stuff about your shipping options. Are you able to help me with that?
en_AU_DeliveryService_1593457,5,agent,channel1,3,37.48,51.56,"to send? And where is it being shipped to? Absolutely, a porcelain vase. It's important"
en_AU_DeliveryService_1593457,6,customer,channel2,3,40.4,46.8,It's a porcelain vase. I need to ship it from New York to Tokyo in Japan.
en_AU_DeliveryService_1593457,7,agent,channel1,4,51.56,56.72,to ensure that it's packaged correctly to avoid any damage during transit. We have options
en_AU_DeliveryService_1593457,8,agent,channel1,5,56.72,61.84,"to help you before that. But before we dive into the packaging options, let me quickly"
en_AU_DeliveryService_1593457,9,customer,channel2,4,57.2,67.2,Okay.
en_AU_DeliveryService_1593457,10,agent,channel1,6,61.84,66.28,check the available international shipping methods we have to Japan. There's a few
en_AU_DeliveryService_1593457,11,agent,channel1,7,66.84,75.28,"various ones that we offer. All right, just checked. We offered standard international"
en_AU_DeliveryService_1593457,12,customer,channel2,5,70.0,73.2,Okay.
en_AU_DeliveryService_1593457,13,agent,channel1,8,75.28,80.64,shipping. We've got expedited and express. Each service has different delivery times and
en_AU_DeliveryService_1593457,14,agent,channel1,9,80.64,87.0,"costs. But based on having a porcelain vase and that would be classed as a fragile item,"
en_AU_DeliveryService_1593457,15,agent,channel1,10,87.0,91.92,"I personally recommend our express shipping method, which also includes extra extra"
en_AU_DeliveryService_1593457,16,customer,channel2,6,87.2,101.2,"Yeah, I think the expression option would be really good."
en_AU_DeliveryService_1593457,17,agent,channel1,11,91.92,95.12,handling for delicate items. Is that something that you're wanting?
en_AU_DeliveryService_1593457,18,customer,channel2,7,101.2,108.96,"With the packaging options for my item, are there many packaging options or do I need"
en_AU_DeliveryService_1593457,19,customer,channel2,8,108.96,109.96,to package it myself?
en_AU_DeliveryService_1593457,20,customer,channel2,9,109.96,111.96,I just don't want it to get damaged.
en_AU_DeliveryService_1593457,21,agent,channel1,12,112.8,118.8,Absolutely. It's crucial that the fragile item is packaged securely. So we've got a couple of
en_AU_DeliveryService_1593457,22,agent,channel1,13,118.84,124.88,different packaging options designed to protect delicate items such as your porcelain vase or if
en_AU_DeliveryService_1593457,23,agent,channel1,14,124.88,130.32,"you have other glass or ceramics. So some of our options, I'll read out our possible package"
en_AU_DeliveryService_1593457,24,agent,channel1,15,130.32,136.68,"options to you. We have custom package, which includes specialized packing materials, including"
en_AU_DeliveryService_1593457,25,agent,channel1,16,136.68,143.0,"reinforced cardboard, boxes, bubble wrap, foam inserts and packaging peanuts. We also offer"
en_AU_DeliveryService_1593457,26,agent,channel1,17,143.0,147.68,custom boxes made to fit your item perfectly so we can take the measurements of your
