call_id,turn_id,speaker,channel,segment_id,start_time,end_time,text,sentiment_label,sentiment_score,frustration_flag,empathy_flag,probing_flag,ownership_flag,next_steps_flag,segment_duration_sec,rms_energy,peak_amplitude,rms_db,zero_crossing_rate,spectral_centroid,pitch_mean_hz,pitch_std_hz,speaking_rate_wps,volume_level,speaking_rate_level,pitch_level,frustration_flag_bool,empathy_flag_bool,probing_flag_bool,ownership_flag_bool,next_steps_flag_bool,normalized_sentiment,vocal_intensity_level,turn_risk_score,turn_main_signal,turn_risk_level,turn_reason_codes,evidence_id,signal_coverage_confidence,analytical_contract_version,risk_rubric_version,risk_score_type,risk_score_calibrated,asr_model_id,sentiment_model_id
en_AU_Entertainment_1586330,1,agent,channel1,1,0.0,19.56,Good afternoon. You have called the gas tickets and my name is Mollie. How can I help you,neutral,0.7374,False,False,False,False,False,19.56,0.046202,0.865173,-26.707,0.063434,1217.157,273.578,121.055,0.92,medium,low,high,False,False,False,False,False,neutral,medium,0,no strong signal,low,NO_STRONG_SIGNAL,en_AU_Entertainment_1586330:turn:1,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Entertainment_1586330,2,customer,channel2,1,0.0,28.52,"Oh hi, I'm just calling as I require a refund for some ticket theatre tickets that I've",neutral,0.7147,False,False,False,False,False,28.52,0.014586,0.280304,-36.722,0.068899,1422.538,280.514,134.983,0.596,low,low,high,False,False,False,False,False,neutral,medium,5,medium customer vocal intensity,low,CUST_MEDIUM_VOCAL_INTENSITY,en_AU_Entertainment_1586330:turn:2,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Entertainment_1586330,3,agent,channel1,2,19.56,21.8,today?,neutral,0.8298,False,False,True,False,False,2.24,0.006921,0.093811,-43.197,0.105146,1606.015,245.711,141.993,0.446,low,low,medium,False,False,True,False,False,neutral,low,0,agent probing question detected,low,AGENT_PROBING,en_AU_Entertainment_1586330:turn:3,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Entertainment_1586330,4,customer,channel2,2,28.52,37.2,purchased. Unfortunately I can't come to them in family emergency and I was just wondering,negative,0.7172,False,False,False,False,False,8.68,0.02333,0.571289,-32.642,0.151344,2075.281,201.131,106.811,1.728,low,medium,low,False,False,False,False,False,negative,low,15,negative customer sentiment,low,CUST_NEGATIVE_SENTIMENT,en_AU_Entertainment_1586330:turn:4,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Entertainment_1586330,5,customer,channel2,3,37.2,63.24,"if you could help me with that please. Yes, yeah. Go family emergency so I have to go away.",neutral,0.5353,False,False,False,False,False,26.04,0.014063,0.391388,-37.039,0.081747,1566.17,254.904,144.284,0.73,low,low,high,False,False,False,False,False,neutral,medium,5,medium customer vocal intensity,low,CUST_MEDIUM_VOCAL_INTENSITY,en_AU_Entertainment_1586330:turn:5,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Entertainment_1586330,6,agent,channel1,3,40.0,46.16,"Um, sure. Look, it really depends on the tickets that you have, whether they had",neutral,0.8577,False,False,False,False,False,6.16,0.079203,0.650604,-22.025,0.124373,1525.683,236.969,79.509,2.435,medium,high,medium,False,False,False,False,False,neutral,medium,0,no strong signal,low,NO_STRONG_SIGNAL,en_AU_Entertainment_1586330:turn:6,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Entertainment_1586330,7,agent,channel1,4,46.16,54.6,"any cancellations or whether we can change the date. Um, so I understand you've got two",neutral,0.8893,False,True,False,False,False,8.44,0.066841,0.416443,-23.499,0.133312,1628.619,187.528,75.33,1.896,medium,medium,low,False,True,False,False,False,neutral,medium,0,agent empathy detected,low,AGENT_EMPATHY,en_AU_Entertainment_1586330:turn:7,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Entertainment_1586330,8,agent,channel1,5,54.6,65.96,tickets and your preference is to refund them. Okay. Was it on? Yes. Okay. I'm sorry to hear,negative,0.6633,False,False,True,False,False,11.36,0.069285,0.910919,-23.187,0.111727,1455.194,250.121,112.559,1.585,medium,medium,medium,False,False,True,False,False,negative,medium,3,negative agent sentiment | agent probing question detected,low,AGENT_NEGATIVE_SENTIMENT|AGENT_PROBING,en_AU_Entertainment_1586330:turn:8,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Entertainment_1586330,9,customer,channel2,4,63.24,91.96,"Yeah, my booking reference is 495.268. 268.",neutral,0.8805,False,False,False,False,False,28.72,0.01272,0.271545,-37.91,0.083185,1595.89,256.965,143.761,0.244,low,low,high,False,False,False,False,False,neutral,medium,5,medium customer vocal intensity,low,CUST_MEDIUM_VOCAL_INTENSITY,en_AU_Entertainment_1586330:turn:9,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Entertainment_1586330,10,agent,channel1,6,65.96,72.32,"about that, that you won't be able to attend. Um, let me take a look at your booking and",neutral,0.5269,False,False,False,True,False,6.36,0.066327,0.495453,-23.566,0.095767,1179.752,208.469,64.802,2.987,medium,high,low,False,False,False,True,False,neutral,medium,0,agent ownership detected,low,AGENT_OWNERSHIP,en_AU_Entertainment_1586330:turn:10,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
