call_id,turn_id,speaker,channel,segment_id,start_time,end_time,text,sentiment_label,sentiment_score,frustration_flag,empathy_flag,probing_flag,ownership_flag,next_steps_flag,segment_duration_sec,rms_energy,peak_amplitude,rms_db,zero_crossing_rate,spectral_centroid,pitch_mean_hz,pitch_std_hz,speaking_rate_wps,volume_level,speaking_rate_level,pitch_level,frustration_flag_bool,empathy_flag_bool,probing_flag_bool,ownership_flag_bool,next_steps_flag_bool,normalized_sentiment,vocal_intensity_level,turn_risk_score,turn_main_signal,turn_risk_level,turn_reason_codes,evidence_id,signal_coverage_confidence,analytical_contract_version,risk_rubric_version,risk_score_type,risk_score_calibrated,asr_model_id,sentiment_model_id
en_CA_Hospitality_1588708,1,agent,channel1,1,0.0,14.72,Hello and welcome to Best Westerns.,positive,0.897,False,False,False,False,False,14.72,0.015051,0.170898,-36.449,0.019552,293.237,362.162,81.385,0.408,low,low,high,False,False,False,False,False,positive,medium,0,no strong signal,low,NO_STRONG_SIGNAL,en_CA_Hospitality_1588708:turn:1,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_CA_Hospitality_1588708,2,customer,channel2,1,0.0,26.0,"Hi, I have a booking for April 19th in Amsterdam at your midtown location.",neutral,0.8999,False,False,False,False,False,26.0,0.064349,0.999969,-23.829,0.040897,525.895,300.006,131.92,0.538,high,low,medium,False,False,False,False,False,neutral,medium,5,medium customer vocal intensity,low,CUST_MEDIUM_VOCAL_INTENSITY,en_CA_Hospitality_1588708:turn:2,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_CA_Hospitality_1588708,3,agent,channel1,2,14.72,15.72,My name is Julia.,neutral,0.8721,False,False,False,False,False,1.0,0.041021,0.150543,-27.74,0.064774,976.476,222.597,63.896,4.0,medium,high,low,False,False,False,False,False,neutral,medium,0,no strong signal,low,NO_STRONG_SIGNAL,en_CA_Hospitality_1588708:turn:3,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_CA_Hospitality_1588708,4,agent,channel1,3,15.72,16.72,How may I help you?,neutral,0.7627,False,False,True,False,False,1.0,0.028456,0.187744,-30.916,0.058029,1204.863,250.349,99.655,5.0,medium,high,medium,False,False,True,False,False,neutral,medium,0,agent probing question detected,low,AGENT_PROBING,en_CA_Hospitality_1588708:turn:4,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_CA_Hospitality_1588708,5,customer,channel2,2,26.0,41.0,"Originally the room was just going to be for a conference for me, but I'd like to extend my stay to the 23rd to celebrate my wife and I's anniversary.",positive,0.7506,False,False,False,False,False,15.0,0.116147,0.978058,-18.7,0.105616,1183.894,140.718,67.22,2.0,high,high,low,False,False,False,False,False,positive,high,15,high customer vocal intensity,low,CUST_HIGH_VOCAL_INTENSITY,en_CA_Hospitality_1588708:turn:5,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_CA_Hospitality_1588708,6,customer,channel2,3,41.0,54.0,And I was wondering if I could also get a room upgrade due to that special occasion.,neutral,0.6505,False,False,False,False,False,13.0,0.071517,0.944366,-22.912,0.049471,736.243,271.759,137.54,1.308,high,medium,medium,False,False,False,False,False,neutral,medium,5,medium customer vocal intensity,low,CUST_MEDIUM_VOCAL_INTENSITY,en_CA_Hospitality_1588708:turn:6,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_CA_Hospitality_1588708,7,agent,channel1,4,47.72,49.72,Absolutely. Let me check that for you.,neutral,0.6804,False,False,False,True,False,2.0,0.02979,0.186615,-30.519,0.1014,1112.924,232.513,73.155,3.5,medium,high,low,False,False,False,True,False,neutral,medium,0,agent ownership detected,low,AGENT_OWNERSHIP,en_CA_Hospitality_1588708:turn:7,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_CA_Hospitality_1588708,8,agent,channel1,5,49.72,53.72,So could you confirm the dates again that you need that room upgraded?,neutral,0.9229,False,False,True,False,False,4.0,0.02923,0.226898,-30.683,0.081524,1160.086,235.58,70.219,3.25,medium,high,medium,False,False,True,False,False,neutral,medium,0,agent probing question detected,low,AGENT_PROBING,en_CA_Hospitality_1588708:turn:8,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_CA_Hospitality_1588708,9,agent,channel1,6,53.72,82.72,"And the entire time starts on 19th, okay, 19th to 23rd, if possible, otherwise 20th to 23rd.",neutral,0.7672,False,False,False,False,False,29.0,0.013083,0.178589,-37.666,0.023064,410.269,345.636,95.75,0.586,low,low,high,False,False,False,False,False,neutral,medium,0,no strong signal,low,NO_STRONG_SIGNAL,en_CA_Hospitality_1588708:turn:9,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_CA_Hospitality_1588708,10,customer,channel2,4,54.0,60.0,"Yes, April 19th is the date I had it booked for and that I'd like it extended to the 23rd.",neutral,0.6907,False,False,False,False,False,6.0,0.122057,0.913635,-18.269,0.105767,1169.183,142.782,66.159,3.333,high,high,low,False,False,False,False,False,neutral,high,15,high customer vocal intensity,low,CUST_HIGH_VOCAL_INTENSITY,en_CA_Hospitality_1588708:turn:10,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
