call_id,turn_id,speaker,channel,segment_id,start_time,end_time,text,sentiment_label,sentiment_score,frustration_flag,empathy_flag,probing_flag,ownership_flag,next_steps_flag,segment_duration_sec,rms_energy,peak_amplitude,rms_db,zero_crossing_rate,spectral_centroid,pitch_mean_hz,pitch_std_hz,speaking_rate_wps,volume_level,speaking_rate_level,pitch_level,frustration_flag_bool,empathy_flag_bool,probing_flag_bool,ownership_flag_bool,next_steps_flag_bool,normalized_sentiment,vocal_intensity_level,turn_risk_score,turn_main_signal,turn_risk_level,turn_reason_codes,evidence_id,signal_coverage_confidence,analytical_contract_version,risk_rubric_version,risk_score_type,risk_score_calibrated,asr_model_id,sentiment_model_id
en_AU_Retail_1590921,1,agent,channel1,1,0.0,20.0,"Hi, every time customer service, you're speaking with Tom, what can I do for you today?",neutral,0.756,False,False,True,False,False,20.0,0.083142,1.0,-21.604,0.059415,1366.583,301.638,134.309,0.8,high,low,high,False,False,True,False,False,neutral,high,0,agent probing question detected,low,AGENT_PROBING,en_AU_Retail_1590921:turn:1,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Retail_1590921,2,customer,channel2,1,0.0,24.72,"Hi, Tom. Look, I've just got a Herald Sun subscription that my dad had signed up to",neutral,0.6545,False,False,False,False,False,24.72,0.040889,0.756104,-27.768,0.16645,2174.623,181.835,128.486,0.688,low,low,medium,False,False,False,False,False,neutral,low,0,no strong signal,low,NO_STRONG_SIGNAL,en_AU_Retail_1590921:turn:2,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Retail_1590921,3,agent,channel1,2,20.0,38.0,"Right, okay, so that's quite a reason for cancelling.",negative,0.4807,False,False,False,False,False,18.0,0.023915,0.496124,-32.427,0.058961,1624.306,299.312,134.292,0.5,low,low,high,False,False,False,False,False,negative,medium,8,negative agent sentiment,low,AGENT_NEGATIVE_SENTIMENT,en_AU_Retail_1590921:turn:3,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Retail_1590921,4,customer,channel2,2,24.88,32.72,fair while ago and basically he's passed away and we just need to cancel the subscription.,negative,0.779,False,False,False,False,False,7.84,0.074578,0.839935,-22.548,0.168294,1857.717,165.764,78.978,2.041,high,medium,low,False,False,False,False,False,negative,medium,20,negative customer sentiment | medium customer vocal intensity,low,CUST_NEGATIVE_SENTIMENT|CUST_MEDIUM_VOCAL_INTENSITY,en_AU_Retail_1590921:turn:4,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Retail_1590921,5,agent,channel1,3,38.0,42.0,Let's see if we can get this sorted out for you.,neutral,0.8025,False,False,False,False,False,4.0,0.060656,0.54303,-24.343,0.177847,2120.218,220.326,116.981,2.75,medium,high,high,False,False,False,False,False,neutral,high,0,no strong signal,low,NO_STRONG_SIGNAL,en_AU_Retail_1590921:turn:5,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Retail_1590921,6,customer,channel2,3,39.04,43.04,I know.,neutral,0.6447,False,False,False,False,False,4.0,0.041362,0.58548,-27.668,0.125143,2756.533,155.727,128.428,0.5,low,low,low,False,False,False,False,False,neutral,low,0,no strong signal,low,NO_STRONG_SIGNAL,en_AU_Retail_1590921:turn:6,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Retail_1590921,7,agent,channel1,4,42.0,48.0,"Before we get started, I'll just need to verify the account details.",neutral,0.893,False,False,False,False,False,6.0,0.0625,0.617706,-24.082,0.201037,2032.283,172.681,107.6,2.0,medium,medium,low,False,False,False,False,False,neutral,medium,0,no strong signal,low,NO_STRONG_SIGNAL,en_AU_Retail_1590921:turn:7,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Retail_1590921,8,customer,channel2,4,43.04,53.04,Yeah.,neutral,0.5798,False,False,False,False,False,10.0,0.012308,0.538391,-38.197,0.122947,2958.437,198.499,147.864,0.1,low,low,medium,False,False,False,False,False,neutral,low,0,no strong signal,low,NO_STRONG_SIGNAL,en_AU_Retail_1590921:turn:8,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Retail_1590921,9,agent,channel1,5,48.0,70.0,"The security question that I can see linked to this phone number was star sign and the postcode, please.",neutral,0.7042,False,False,False,False,False,22.0,0.024636,0.613647,-32.168,0.099948,1682.654,276.041,140.811,0.864,low,low,high,False,False,False,False,False,neutral,medium,0,no strong signal,low,NO_STRONG_SIGNAL,en_AU_Retail_1590921:turn:9,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Retail_1590921,10,customer,channel2,5,58.08,69.92,"Yeah, so Tom Jones for the name on the account. His star sign is Scorpio. Was there something else?",neutral,0.9275,False,False,False,False,False,11.84,0.065774,0.690399,-23.639,0.149756,1726.777,179.365,99.341,1.605,high,low,low,False,False,False,False,False,neutral,medium,5,medium customer vocal intensity,low,CUST_MEDIUM_VOCAL_INTENSITY,en_AU_Retail_1590921:turn:10,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
