call_id,turn_id,speaker,channel,segment_id,start_time,end_time,text,sentiment_label,sentiment_score,frustration_flag,empathy_flag,probing_flag,ownership_flag,next_steps_flag,segment_duration_sec,rms_energy,peak_amplitude,rms_db,zero_crossing_rate,spectral_centroid,pitch_mean_hz,pitch_std_hz,speaking_rate_wps,volume_level,speaking_rate_level,pitch_level,frustration_flag_bool,empathy_flag_bool,probing_flag_bool,ownership_flag_bool,next_steps_flag_bool,normalized_sentiment,vocal_intensity_level,turn_risk_score,turn_main_signal,turn_risk_level,turn_reason_codes,evidence_id,signal_coverage_confidence,analytical_contract_version,risk_rubric_version,risk_score_type,risk_score_calibrated,asr_model_id,sentiment_model_id
en_AU_Aviation_1593397,1,agent,channel1,1,0.0,24.0,"Good afternoon, you're speaking with Maria, how can I assist you today?",neutral,0.557,False,False,True,False,False,24.0,0.032409,0.98172,-29.787,0.059464,980.136,228.139,136.447,0.5,low,low,medium,False,False,True,False,False,neutral,low,0,agent probing question detected,low,AGENT_PROBING,en_AU_Aviation_1593397:turn:1,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Aviation_1593397,2,customer,channel2,1,0.0,25.0,"Hi, my name is Jordan.",neutral,0.7901,False,False,False,False,False,25.0,0.031716,0.766235,-29.974,0.121629,1727.083,207.596,134.438,0.2,low,low,medium,False,False,False,False,False,neutral,low,0,no strong signal,low,NO_STRONG_SIGNAL,en_AU_Aviation_1593397:turn:2,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Aviation_1593397,3,agent,channel1,2,24.0,42.0,"Of course, I'd be happy to help you with all of that. Before we begin, can I please have your booking reference code?",positive,0.9003,False,False,True,False,False,18.0,0.033591,0.429901,-29.476,0.069647,1099.408,239.244,126.699,1.278,low,high,high,False,False,True,False,False,positive,medium,0,agent probing question detected,low,AGENT_PROBING,en_AU_Aviation_1593397:turn:3,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Aviation_1593397,4,customer,channel2,2,25.0,43.0,I was just hoping to change my meal request and change my seat if that's all right.,neutral,0.8349,False,False,False,False,False,18.0,0.031393,0.464905,-30.063,0.150602,1949.65,184.645,108.802,0.944,low,medium,low,False,False,False,False,False,neutral,low,0,no strong signal,low,NO_STRONG_SIGNAL,en_AU_Aviation_1593397:turn:4,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Aviation_1593397,5,agent,channel1,3,42.0,54.0,"Perfect, just give me one second, I'll type that in our system.",positive,0.8615,False,False,False,False,False,12.0,0.025637,0.508301,-31.823,0.104743,1419.94,230.18,131.118,1.0,low,medium,medium,False,False,False,False,False,positive,low,0,no strong signal,low,NO_STRONG_SIGNAL,en_AU_Aviation_1593397:turn:5,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Aviation_1593397,6,customer,channel2,3,43.0,63.0,It's LD97GD.,neutral,0.8939,False,False,False,False,False,20.0,0.032395,0.758026,-29.79,0.181793,2089.861,176.024,101.428,0.1,low,low,low,False,False,False,False,False,neutral,low,0,no strong signal,low,NO_STRONG_SIGNAL,en_AU_Aviation_1593397:turn:6,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Aviation_1593397,7,agent,channel1,4,54.0,67.0,"Thank you, and for security purposes as well, can you please confirm your full name as it appears on the booking?",neutral,0.615,False,False,True,False,False,13.0,0.04953,0.647675,-26.103,0.100989,1312.177,224.651,117.503,1.615,medium,high,medium,False,False,True,False,False,neutral,medium,0,agent probing question detected,low,AGENT_PROBING,en_AU_Aviation_1593397:turn:7,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Aviation_1593397,8,customer,channel2,4,63.0,78.0,It's Jordan Niller.,neutral,0.8651,False,False,False,False,False,15.0,0.02955,0.597198,-30.589,0.099694,1587.015,242.151,142.186,0.2,low,low,high,False,False,False,False,False,neutral,medium,5,medium customer vocal intensity,low,CUST_MEDIUM_VOCAL_INTENSITY,en_AU_Aviation_1593397:turn:8,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Aviation_1593397,9,agent,channel1,5,67.0,71.0,"Certainly Jordan, let me just check that spelling of the last name.",neutral,0.8035,False,False,False,False,False,4.0,0.067498,0.465851,-23.414,0.171739,1986.404,236.98,106.486,3.0,high,high,high,False,False,False,False,False,neutral,high,0,no strong signal,low,NO_STRONG_SIGNAL,en_AU_Aviation_1593397:turn:9,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_Aviation_1593397,10,agent,channel1,6,71.0,81.0,Is that M-I-L-L-E-R?,neutral,0.8543,False,False,True,False,False,10.0,0.049715,0.674866,-26.07,0.089873,1279.534,208.435,112.241,0.3,medium,low,medium,False,False,True,False,False,neutral,medium,0,agent probing question detected,low,AGENT_PROBING,en_AU_Aviation_1593397:turn:10,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
