call_id,turn_id,speaker,channel,segment_id,start_time,end_time,text,sentiment_label,sentiment_score,frustration_flag,empathy_flag,probing_flag,ownership_flag,next_steps_flag,segment_duration_sec,rms_energy,peak_amplitude,rms_db,zero_crossing_rate,spectral_centroid,pitch_mean_hz,pitch_std_hz,speaking_rate_wps,volume_level,speaking_rate_level,pitch_level,frustration_flag_bool,empathy_flag_bool,probing_flag_bool,ownership_flag_bool,next_steps_flag_bool,normalized_sentiment,vocal_intensity_level,turn_risk_score,turn_main_signal,turn_risk_level,turn_reason_codes,evidence_id,signal_coverage_confidence,analytical_contract_version,risk_rubric_version,risk_score_type,risk_score_calibrated,asr_model_id,sentiment_model_id
en_AU_DeliveryService_1592668,1,agent,channel1,1,0.0,20.24,"Good afternoon, you've reached Swift and Shift Chorias.",positive,0.8526,False,False,False,False,False,20.24,0.073661,0.999969,-22.655,0.078366,1283.32,252.858,135.983,0.395,medium,low,high,False,False,False,False,False,positive,medium,0,no strong signal,low,NO_STRONG_SIGNAL,en_AU_DeliveryService_1592668:turn:1,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_DeliveryService_1592668,2,customer,channel2,1,0.0,28.84,"Hi Daniel, yeah I'm calling because I'm getting a bit worried, let me explain.",neutral,0.5577,False,False,False,False,False,28.84,0.017316,0.444214,-35.231,0.084183,1779.102,254.85,138.884,0.485,low,low,high,False,False,False,False,False,neutral,medium,5,medium customer vocal intensity,low,CUST_MEDIUM_VOCAL_INTENSITY,en_AU_DeliveryService_1592668:turn:2,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_DeliveryService_1592668,3,agent,channel1,2,20.24,21.24,My name is Danielle.,neutral,0.8506,False,False,False,False,False,1.0,0.09496,0.591614,-20.449,0.098984,1333.402,169.637,46.732,4.0,high,high,low,False,False,False,False,False,neutral,high,0,no strong signal,low,NO_STRONG_SIGNAL,en_AU_DeliveryService_1592668:turn:3,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_DeliveryService_1592668,4,agent,channel1,3,21.24,26.24,How can I help you today?,neutral,0.7191,False,False,True,False,False,5.0,0.044733,0.656555,-26.987,0.095588,1461.841,267.104,124.496,1.2,low,low,high,False,False,True,False,False,neutral,medium,0,agent probing question detected,low,AGENT_PROBING,en_AU_DeliveryService_1592668:turn:4,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_DeliveryService_1592668,5,agent,channel1,4,26.24,37.92,"Look, I'm so sorry to hear that.",negative,0.9018,False,False,False,False,False,11.68,0.026315,0.43573,-31.596,0.040629,1129.466,304.533,130.583,0.599,low,low,high,False,False,False,False,False,negative,medium,8,negative agent sentiment,low,AGENT_NEGATIVE_SENTIMENT,en_AU_DeliveryService_1592668:turn:5,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_DeliveryService_1592668,6,customer,channel2,2,28.84,43.84,I had a package and it was supposed to arrive yesterday and it still hasn't shown up.,negative,0.8017,False,False,False,False,False,15.0,0.029708,0.444275,-30.542,0.134491,2175.118,232.791,129.386,1.133,low,low,medium,False,False,False,False,False,negative,low,15,negative customer sentiment,low,CUST_NEGATIVE_SENTIMENT,en_AU_DeliveryService_1592668:turn:6,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_DeliveryService_1592668,7,agent,channel1,5,37.92,40.6,I can definitely help you track that down.,neutral,0.6585,False,False,False,False,False,2.68,0.052588,0.42627,-25.582,0.108032,1279.715,181.506,56.007,2.985,low,high,low,False,False,False,False,False,neutral,medium,0,no strong signal,low,NO_STRONG_SIGNAL,en_AU_DeliveryService_1592668:turn:7,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_DeliveryService_1592668,8,agent,channel1,6,40.6,44.24,"Can I start by getting your name, please?",neutral,0.8598,False,False,True,False,False,3.64,0.044795,0.471191,-26.975,0.099901,1377.48,250.966,125.709,2.198,low,medium,high,False,False,True,False,False,neutral,medium,0,agent probing question detected,low,AGENT_PROBING,en_AU_DeliveryService_1592668:turn:8,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_DeliveryService_1592668,9,customer,channel2,3,43.84,60.56,"Yeah it's Maria Santoro, my tracking number, is that the number, yeah hang on, is it the",neutral,0.7409,False,False,False,False,False,16.72,0.046032,0.55188,-26.739,0.136791,1964.437,205.516,109.241,1.017,low,low,medium,False,False,False,False,False,neutral,low,0,no strong signal,low,NO_STRONG_SIGNAL,en_AU_DeliveryService_1592668:turn:9,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_AU_DeliveryService_1592668,10,agent,channel1,7,44.24,48.4,"Okay, thank you, Maria.",positive,0.8586,False,False,False,False,False,4.16,0.040444,0.584473,-27.863,0.065422,1205.04,265.328,130.189,0.962,low,low,high,False,False,False,False,False,positive,medium,0,no strong signal,low,NO_STRONG_SIGNAL,en_AU_DeliveryService_1592668:turn:10,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
