call_id,turn_id,speaker,channel,segment_id,start_time,end_time,text,sentiment_label,sentiment_score,frustration_flag,empathy_flag,probing_flag,ownership_flag,next_steps_flag,segment_duration_sec,rms_energy,peak_amplitude,rms_db,zero_crossing_rate,spectral_centroid,pitch_mean_hz,pitch_std_hz,speaking_rate_wps,volume_level,speaking_rate_level,pitch_level,frustration_flag_bool,empathy_flag_bool,probing_flag_bool,ownership_flag_bool,next_steps_flag_bool,normalized_sentiment,vocal_intensity_level,turn_risk_score,turn_main_signal,turn_risk_level,turn_reason_codes,evidence_id,signal_coverage_confidence,analytical_contract_version,risk_rubric_version,risk_score_type,risk_score_calibrated,asr_model_id,sentiment_model_id
en_CA_Food_1587314,1,agent,channel1,1,0.0,17.04,"Good afternoon, thank you for calling Delightful Table Catering, this is Emily speaking, how",positive,0.9438,False,False,False,False,False,17.04,0.050171,0.833466,-25.991,0.037105,827.234,280.811,119.891,0.822,medium,low,high,False,False,False,False,False,positive,medium,0,no strong signal,low,NO_STRONG_SIGNAL,en_CA_Food_1587314:turn:1,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_CA_Food_1587314,2,customer,channel2,1,0.0,24.48,"Hi Emily, this is Jane Parker from Nordbridge Consulting.",neutral,0.8746,False,False,False,False,False,24.48,0.028304,0.529449,-30.963,0.013469,244.998,351.384,104.326,0.368,low,low,high,False,False,False,False,False,neutral,medium,5,medium customer vocal intensity,low,CUST_MEDIUM_VOCAL_INTENSITY,en_CA_Food_1587314:turn:2,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_CA_Food_1587314,3,agent,channel1,2,17.04,36.28,"can I help you today? Oh wonderful James, we're happy to help with that. Could I get a few",positive,0.984,False,False,True,False,False,19.24,0.031975,0.528839,-29.904,0.042507,824.772,291.128,125.859,0.988,low,low,high,False,False,True,False,False,positive,medium,0,agent probing question detected,low,AGENT_PROBING,en_CA_Food_1587314:turn:3,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_CA_Food_1587314,4,customer,channel2,2,24.48,29.28,I'm calling to get some information about corporate catering for team lunch.,neutral,0.9158,False,False,False,False,False,4.8,0.072619,0.526428,-22.779,0.071315,785.327,199.652,107.049,2.5,high,high,low,False,False,False,False,False,neutral,high,15,high customer vocal intensity,low,CUST_HIGH_VOCAL_INTENSITY,en_CA_Food_1587314:turn:4,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_CA_Food_1587314,5,customer,channel2,3,29.28,31.28,We're playing for next week.,neutral,0.8004,False,False,False,False,False,2.0,0.043935,0.361908,-27.144,0.061678,955.185,215.959,120.355,2.5,medium,high,medium,False,False,False,False,False,neutral,medium,5,medium customer vocal intensity,low,CUST_MEDIUM_VOCAL_INTENSITY,en_CA_Food_1587314:turn:5,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_CA_Food_1587314,6,agent,channel1,3,36.28,51.84,"details about your event, like the date, the time, and number of guests. Oh that's a great",positive,0.9426,False,False,False,False,False,15.56,0.031997,0.307739,-29.898,0.049999,875.841,272.0,126.096,1.093,low,medium,medium,False,False,False,False,False,positive,low,0,no strong signal,low,NO_STRONG_SIGNAL,en_CA_Food_1587314:turn:6,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_CA_Food_1587314,7,customer,channel2,4,41.76,50.08,"Sure, we're playing for next Thursday around 12.30pm and we'll have about 25 people attending.",neutral,0.5441,False,False,False,False,False,8.32,0.090541,0.680786,-20.863,0.063922,912.061,179.553,75.983,1.803,high,medium,low,False,False,False,False,False,neutral,medium,5,medium customer vocal intensity,low,CUST_MEDIUM_VOCAL_INTENSITY,en_CA_Food_1587314:turn:7,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_CA_Food_1587314,8,agent,channel1,4,51.84,57.76,"size for a catered lunch. And just to confirm, will this be at your office location or are",neutral,0.8608,False,False,False,False,False,5.92,0.060327,0.501434,-24.39,0.129164,1368.369,214.759,74.813,3.041,high,high,medium,False,False,False,False,False,neutral,high,0,no strong signal,low,NO_STRONG_SIGNAL,en_CA_Food_1587314:turn:8,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_CA_Food_1587314,9,agent,channel1,5,57.76,68.84,"you hosting it somewhere else? Oh great, we deliver to that area daily so that won't be an issue",positive,0.7415,False,False,True,False,False,11.08,0.039607,0.355957,-28.045,0.061837,943.618,262.141,120.874,1.715,low,medium,medium,False,False,True,False,False,positive,low,0,agent probing question detected,low,AGENT_PROBING,en_CA_Food_1587314:turn:9,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
en_CA_Food_1587314,10,customer,channel2,5,60.24,64.32,"At our office, we're downtown on Main Street.",neutral,0.9233,False,False,False,False,False,4.08,0.074655,0.798889,-22.539,0.071785,932.234,174.066,109.758,1.961,high,medium,low,False,False,False,False,False,neutral,medium,5,medium customer vocal intensity,low,CUST_MEDIUM_VOCAL_INTENSITY,en_CA_Food_1587314:turn:10,1.0,1.0.0,conversation_risk_v1,heuristic_proxy,False,faster-whisper/small,cardiffnlp/twitter-roberta-base-sentiment-latest
