call_id,channel,segment_id,start_time,end_time,text
en_CA_Aviation_1588678,channel1,1,0.0,26.0,"Hello, my name is Julia with the Aviation Society, how can I help you?"
en_CA_Aviation_1588678,channel1,2,26.0,34.0,"Yes, of course. Let me just pull that up. Which airline are you flying with?"
en_CA_Aviation_1588678,channel1,3,34.0,43.0,Okay. On January 6th.
en_CA_Aviation_1588678,channel1,4,43.0,47.0,"Okay, and your name, please."
en_CA_Aviation_1588678,channel1,5,47.0,52.0,And last thing.
en_CA_Aviation_1588678,channel1,6,52.0,57.0,Okay.
en_CA_Aviation_1588678,channel1,7,57.0,66.0,"And what is your booking number, please?"
en_CA_Aviation_1588678,channel1,8,66.0,78.0,"Okay, here it is. And you wanted to add an extra bag to your booked flight. Is that correct?"
en_CA_Aviation_1588678,channel1,9,78.0,83.0,Okay.
en_CA_Aviation_1588678,channel1,10,83.0,90.0,So that will be an additional cost of $80. Is that all right?
en_CA_Aviation_1588678,channel1,11,108.0,110.0,Thank you.
en_CA_Aviation_1588678,channel1,12,138.0,167.0,"I will see what I can do about that, sir. Have you ever considered joining our business class loyalty program?"
en_CA_Aviation_1588678,channel1,13,167.0,180.0,Okay.
en_CA_Aviation_1588678,channel1,14,180.0,192.0,"I'm not sure why it hasn't brought to your attention, but this is a program designed specifically for those who are always flying with us due to business."
en_CA_Aviation_1588678,channel1,15,192.0,201.0,And it helps you accumulate 2.5 times the points that you would normally accumulate.
en_CA_Aviation_1588678,channel1,16,201.0,207.0,Which allows you to more easily and sustainably pay for your flights.
en_CA_Aviation_1588678,channel1,17,207.0,223.0,This also reduces the cost for your business to constantly be flying you out.
en_CA_Aviation_1588678,channel1,18,223.0,228.0,"Yes, I can. What company do you work for, sir?"
en_CA_Aviation_1588678,channel1,19,228.0,237.0,Business company. All right. Let me type that in.
en_CA_Aviation_1588678,channel1,20,237.0,250.0,And your employee ID.
en_CA_Aviation_1588678,channel1,21,250.0,255.0,All right. And J like John.
en_CA_Aviation_1588678,channel1,22,255.0,260.0,All right.
en_CA_Aviation_1588678,channel1,23,260.0,270.0,"Okay, just give me one moment. It is loading."
en_CA_Aviation_1588678,channel1,24,270.0,285.0,"And then I just need confirmation of your name and date of birth, please."
en_CA_Aviation_1588678,channel1,25,285.0,295.0,"Wow, sir. You, you are working for a long time, huh?"
en_CA_Aviation_1588678,channel1,26,295.0,304.0,Can I see? Yes.
en_CA_Aviation_1588678,channel1,27,304.0,319.0,"Yes, of course. I do see your, your business here and that you are part of it. That is excellent. You have already been a part of this loyalty program for many, many years."
en_CA_Aviation_1588678,channel1,28,319.0,337.0,"I, yes, you are. So, nothing to worry about there."
en_CA_Aviation_1588678,channel1,29,337.0,358.0,"It is not for me to say, but I would recommend reaching out to them and asking them about this situation to see if they can possibly reimburse you or provide some other type of compensation because you are part of this loyalty program."
en_CA_Aviation_1588678,channel1,30,358.0,370.0,"Yes, that will be actually covered. Any bags over four are automatically covered."
en_CA_Aviation_1588678,channel1,31,370.0,375.0,"If you need a six bag, we can cover that for you. Yes."
en_CA_Aviation_1588678,channel1,32,375.0,393.0,How many bags are you planning on bringing sir?
en_CA_Aviation_1588678,channel1,33,393.0,401.0,That is true. Would you like me to add those additional three bags?
en_CA_Aviation_1588678,channel1,34,401.0,409.0,Right. Let me type that in.
en_CA_Aviation_1588678,channel1,35,409.0,418.0,All right. I have you booked in for eight bags on January 6 with this airline.
en_CA_Aviation_1588678,channel1,36,439.0,449.0,Thank you.
en_CA_Aviation_1588678,channel1,37,470.0,475.0,"Yes, of course. Let me check on that for you, sir."
en_CA_Aviation_1588678,channel1,38,475.0,486.0,What is your current seat number?
en_CA_Aviation_1588678,channel1,39,486.0,491.0,Okay.
en_CA_Aviation_1588678,channel1,40,491.0,509.0,"And can I get another confirmation of your booking number, please?"
en_CA_Aviation_1588678,channel1,41,509.0,512.0,All right.
en_CA_Aviation_1588678,channel1,42,512.0,514.0,Perfect.
en_CA_Aviation_1588678,channel1,43,514.0,522.0,Okay. So I do see about four first class spots available.
en_CA_Aviation_1588678,channel1,44,522.0,533.0,"And given that you are part of this loyalty program, the upgrade will be free this time."
en_CA_Aviation_1588678,channel1,45,533.0,553.0,"Next time there will be a 50% upgrade fee cost associated with that. And then after that, it will be the full cost."
en_CA_Aviation_1588678,channel1,46,553.0,574.0,"Absolutely. We have added four bags to your, your flight. So for a total of eight bags, your flight is still on January 6 at 6am on."
en_CA_Aviation_1588678,channel1,47,574.0,580.0,It's been changed to six.
en_CA_Aviation_1588678,channel1,48,580.0,586.0,"And for air, air thrumbo."
en_CA_Aviation_1588678,channel1,49,586.0,602.0,And you have been changed from your original seat to first class seat number a five.
en_CA_Aviation_1588678,channel1,50,602.0,617.0,"Yes, you have eight bags."
en_CA_Aviation_1588678,channel1,51,617.0,621.0,"Yes, there will be a call."
en_CA_Aviation_1588678,channel1,52,621.0,627.0,20 minutes before the takeoff. This is a small plane.
en_CA_Aviation_1588678,channel1,53,627.0,648.0,"20 minutes before takeoff, they will call for our first class to begin boarding and you will have the priority."
en_CA_Aviation_1588678,channel1,54,648.0,654.0,Absolutely.
en_CA_Aviation_1588678,channel1,55,654.0,663.0,That is correct.
en_CA_Aviation_1588678,channel1,56,663.0,665.0,Absolutely.
en_CA_Aviation_1588678,channel1,57,684.0,691.0,Thank you very much. I wish you the best as well. Have a great day.
en_CA_Aviation_1588678,channel1,58,714.0,716.0,Thank you.
en_CA_Aviation_1588678,channel2,1,0.0,25.44,"Hi, I was calling to request an extra bag be added to my book flight for January 6,"
en_CA_Aviation_1588678,channel2,2,25.44,50.4,air thrombo. That is correct at 6.30 a.m. My name is Owen thrombosis.
en_CA_Aviation_1588678,channel2,3,55.44,76.88,"One, two, four, five, six. Yes, I believe I have four currently and I'd like to add a fifth."
en_CA_Aviation_1588678,channel2,4,76.88,97.52,"Well, you see, I've been traveling with air thrombo for the past 25 years. I am a loyalty"
en_CA_Aviation_1588678,channel2,5,97.52,105.96,member. I feel that I accumulated a pretty absurd number of points with your airline since
en_CA_Aviation_1588678,channel2,6,105.96,111.68,"I travel for business all the time, and that's currently what I'm doing. Air thrombo has"
en_CA_Aviation_1588678,channel2,7,111.68,119.32,"always been good to me. Originally, I thought I needed four, but now my company is telling"
en_CA_Aviation_1588678,channel2,8,119.32,125.6,me I need to bring some extra material and that's forcing me to have to book this extra
en_CA_Aviation_1588678,channel2,9,125.6,133.92,bag. I was really hoping that as a loyal member of the air thrombo society and as
en_CA_Aviation_1588678,channel2,10,133.92,141.28,"someone who's been using your airline for 25 years or more, that you'd really be able"
en_CA_Aviation_1588678,channel2,11,141.28,147.08,to possibly help me out in this situation and possibly either reducing those fees for
en_CA_Aviation_1588678,channel2,12,147.08,153.2,"the extra bag or waving them, considering I'm already spending almost $400 on the four"
en_CA_Aviation_1588678,channel2,13,153.2,169.96,"bags plus my plane ticket. I haven't honestly heard about it, which is quite surprising considering"
en_CA_Aviation_1588678,channel2,14,169.96,173.76,I am quite an avid businessman and this seems like something that would be applicable to
en_CA_Aviation_1588678,channel2,15,173.76,177.52,me. Can you please explain what this is and why it has never been brought to my
en_CA_Aviation_1588678,channel2,16,177.52,178.6,attention previously?
en_CA_Aviation_1588678,channel2,17,207.52,221.6,"I mean, I might be part of this already. I don't quite know. Could you perhaps check for"
en_CA_Aviation_1588678,channel2,18,221.72,246.72,me? The business company. 965412389J.
en_CA_Aviation_1588678,channel2,19,246.84,254.84,J like Julia.
en_CA_Aviation_1588678,channel2,20,254.84,282.96,"Yes, it's Owen thrombosis, born June 31st, 1929."
en_CA_Aviation_1588678,channel2,21,283.08,300.08,I told you I am quite dedicated to the business business. That's why I was hoping that your
en_CA_Aviation_1588678,channel2,22,300.08,303.08,airline might be able to accommodate someone as hardworking as me.
en_CA_Aviation_1588678,channel2,23,313.08,330.08,"Sorry, I am part of the loyalty program. I haven't been getting the points for that."
en_CA_Aviation_1588678,channel2,24,330.08,333.68,I've only been getting the regular number of points. Do you think my business company
en_CA_Aviation_1588678,channel2,25,333.8,355.8,might be keeping these points?
en_CA_Aviation_1588678,channel2,26,355.8,379.32,"Okay, and about that bag fee. So I can add a sixth bag and a seventh bag. Well, I don't"
en_CA_Aviation_1588678,channel2,27,379.32,385.04,know. I was thinking about it and the more bags I can bring the better prepared I am
en_CA_Aviation_1588678,channel2,28,385.16,392.16,to do business. So maybe we should go eight. Eight bags for the price of four. It's a 50%
en_CA_Aviation_1588678,channel2,29,392.16,399.16,"off deal. Yes, please. And additionally, my arthritis has been acting up quite a bit. I"
en_CA_Aviation_1588678,channel2,30,422.16,433.56,"was wondering if I could be placed near the front of the aircraft, preferably the very"
en_CA_Aviation_1588678,channel2,31,433.56,439.16,"front in first class. I know I only booked an economy seat, but you know, I've been a"
en_CA_Aviation_1588678,channel2,32,439.16,447.4,"loyal customer of your airline for 25 years. Honestly, since Air Thrumbo first split"
en_CA_Aviation_1588678,channel2,33,447.4,458.04,"from Air Dumbo, and I really feel that I have earned at least once in light of this news"
en_CA_Aviation_1588678,channel2,34,458.04,466.16,about my business keeping the profits of my travel and my arthritis and my loyalty that
en_CA_Aviation_1588678,channel2,35,466.16,470.0,I should be able to be seated in in first class this time.
en_CA_Aviation_1588678,channel2,36,478.4,486.0,I J9B. I think B stands for next to the bathroom.
en_CA_Aviation_1588678,channel2,37,486.0,507.4,"One, four, nine, six, seven, three, two, four J as in Julie."
en_CA_Aviation_1588678,channel2,38,516.0,532.0,Not next time.
en_CA_Aviation_1588678,channel2,39,532.0,551.0,"Okay. Thank you for your help, Julie. Could you please just confirm everything we've changed"
en_CA_Aviation_1588678,channel2,40,551.0,552.0,about my ticket today?
en_CA_Aviation_1588678,channel2,41,562.0,577.0,"Oh, has it been changed to 6 a.m.? I thought it was 6.30. Thank you."
en_CA_Aviation_1588678,channel2,42,593.0,611.0,"Thank you. And my bags? Eight bags. Wonderful. And then finally, now that I'm in first class"
en_CA_Aviation_1588678,channel2,43,611.0,615.0,"and obviously among the elite, will I be boarding the airline first?"
